Step,FOWM_SNUHumanoidEnv_sweep_4 - rewards,FOWM_SNUHumanoidEnv_sweep_4 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_4 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_3 - rewards,FOWM_SNUHumanoidEnv_sweep_3 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_3 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_2 - rewards,FOWM_SNUHumanoidEnv_sweep_2 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_2 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_1 - rewards,FOWM_SNUHumanoidEnv_sweep_1 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_1 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_0 - rewards,FOWM_SNUHumanoidEnv_sweep_0 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_0 - rewards__MAX
1997824.0,926.1698511614102,926.1698511614102,926.1698511614102,917.8606737627285,917.8606737627285,917.8606737627285,915.9581621660489,915.9581621660489,915.9581621660489,922.6657503618496,922.6657503618496,922.6657503618496,916.2140940202969,916.2140940202969,916.2140940202969
2023424.0,934.9558277851556,934.9558277851556,934.9558277851556,921.3901005512689,921.3901005512689,921.3901005512689,918.5421162373041,918.5421162373041,918.5421162373041,936.6178799396966,936.6178799396966,936.6178799396966,930.5661488300775,930.5661488300775,930.5661488300775
2049024.0,943.1900387189075,943.1900387189075,943.1900387189075,935.0327701947376,935.0327701947376,935.0327701947376,933.9057865521595,933.9057865521595,933.9057865521595,939.8415241620228,939.8415241620228,939.8415241620228,939.1840000531361,939.1840000531361,939.1840000531361
2074624.0,956.673894512836,956.673894512836,956.673894512836,952.1514640929141,952.1514640929141,952.1514640929141,945.4948745848575,945.4948745848575,945.4948745848575,949.5605941893497,949.5605941893497,949.5605941893497,947.4679199339786,947.4679199339786,947.4679199339786
2100224.0,958.8805201871304,958.8805201871304,958.8805201871304,955.0658992154507,955.0658992154507,955.0658992154507,957.4305957181363,957.4305957181363,957.4305957181363,964.5901645047574,964.5901645047574,964.5901645047574,957.4767764432339,957.4767764432339,957.4767764432339
2125824.0,968.3326696617014,968.3326696617014,968.3326696617014,976.0463194114573,976.0463194114573,976.0463194114573,973.7192320091135,973.7192320091135,973.7192320091135,974.7029775840647,974.7029775840647,974.7029775840647,976.4721464378244,976.4721464378244,976.4721464378244
2151424.0,981.3127782473935,981.3127782473935,981.3127782473935,978.1490132937802,978.1490132937802,978.1490132937802,980.5098989138974,980.5098989138974,980.5098989138974,995.1154668460263,995.1154668460263,995.1154668460263,985.1364362368954,985.1364362368954,985.1364362368954
2177024.0,982.2347277836876,982.2347277836876,982.2347277836876,993.7408427434044,993.7408427434044,993.7408427434044,995.5573062138634,995.5573062138634,995.5573062138634,999.2119387822228,999.2119387822228,999.2119387822228,996.4821948247032,996.4821948247032,996.4821948247032
2202624.0,996.777860769318,996.777860769318,996.777860769318,1004.7504483547672,1004.7504483547672,1004.7504483547672,1004.6218434658512,1004.6218434658512,1004.6218434658512,1010.4285260525211,1010.4285260525211,1010.4285260525211,1003.8861333218082,1003.8861333218082,1003.8861333218082
2228224.0,1008.3127845014299,1008.3127845014299,1008.3127845014299,1012.5066283429826,1012.5066283429826,1012.5066283429826,1018.0496848310197,1018.0496848310197,1018.0496848310197,1019.2818434919084,1019.2818434919084,1019.2818434919084,1014.5275214399064,1014.5275214399064,1014.5275214399064
2253824.0,1017.7945824412973,1017.7945824412973,1017.7945824412973,1028.465389326063,1028.465389326063,1028.465389326063,1024.0168801097543,1024.0168801097543,1024.0168801097543,1031.9075928477914,1031.9075928477914,1031.9075928477914,1015.9184227733285,1015.9184227733285,1015.9184227733285
2279424.0,1033.6331946169023,1033.6331946169023,1033.6331946169023,1047.2217718874101,1047.2217718874101,1047.2217718874101,1027.1502310548906,1027.1502310548906,1027.1502310548906,1038.5228468690996,1038.5228468690996,1038.5228468690996,1034.8350722108964,1034.8350722108964,1034.8350722108964
2305024.0,1043.7354250701906,1043.7354250701906,1043.7354250701906,1053.4247599395753,1053.4247599395753,1053.4247599395753,1042.3886194976808,1042.3886194976808,1042.3886194976808,1051.566643789673,1051.566643789673,1051.566643789673,1042.2421122344972,1042.2421122344972,1042.2421122344972
2330624.0,1053.0770930421152,1053.0770930421152,1053.0770930421152,1064.3820399415292,1064.3820399415292,1064.3820399415292,1047.7114276063242,1047.7114276063242,1047.7114276063242,1067.6283854615488,1067.6283854615488,1067.6283854615488,1058.7428645264902,1058.7428645264902,1058.7428645264902
2356224.0,1058.147876265832,1058.147876265832,1058.147876265832,1059.9121241601192,1059.9121241601192,1059.9121241601192,1056.9755625756466,1056.9755625756466,1056.9755625756466,1083.055331710168,1083.055331710168,1083.055331710168,1052.8664126427852,1052.8664126427852,1052.8664126427852
2381824.0,1071.8229197017886,1071.8229197017886,1071.8229197017886,1069.7114008419253,1069.7114008419253,1069.7114008419253,1067.4457338802554,1067.4457338802554,1067.4457338802554,1088.3439310543276,1088.3439310543276,1088.3439310543276,1074.8520296566226,1074.8520296566226,1074.8520296566226
2407424.0,1078.1452146890654,1078.1452146890654,1078.1452146890654,1097.184357297708,1097.184357297708,1097.184357297708,1079.270081174661,1079.270081174661,1079.270081174661,1096.1897360208525,1096.1897360208525,1096.1897360208525,1080.2677770975126,1080.2677770975126,1080.2677770975126
2433024.0,1088.9578163535539,1088.9578163535539,1088.9578163535539,1109.0792915732804,1109.0792915732804,1109.0792915732804,1083.7370827109758,1083.7370827109758,1083.7370827109758,1112.5964958579484,1112.5964958579484,1112.5964958579484,1087.4183723838273,1087.4183723838273,1087.4183723838273
2458624.0,1099.886124340109,1099.886124340109,1099.886124340109,1109.7979552422087,1109.7979552422087,1109.7979552422087,1092.584091869406,1092.584091869406,1092.584091869406,1116.5802123222868,1116.5802123222868,1116.5802123222868,1086.1895072136442,1086.1895072136442,1086.1895072136442
2484224.0,1110.5046461191505,1110.5046461191505,1110.5046461191505,1118.0514257517189,1118.0514257517189,1118.0514257517189,1110.9627378549903,1110.9627378549903,1110.9627378549903,1119.8214376535743,1119.8214376535743,1119.8214376535743,1108.5007246103614,1108.5007246103614,1108.5007246103614
2509824.0,1116.5706395657337,1116.5706395657337,1116.5706395657337,1138.4606160671985,1138.4606160671985,1138.4606160671985,1118.4452580960071,1118.4452580960071,1118.4452580960071,1127.7595815213,1127.7595815213,1127.7595815213,1111.5641583950794,1111.5641583950794,1111.5641583950794
2535424.0,1135.5457003323127,1135.5457003323127,1135.5457003323127,1145.0108568874884,1145.0108568874884,1145.0108568874884,1133.0454294888068,1133.0454294888068,1133.0454294888068,1138.2602846828986,1138.2602846828986,1138.2602846828986,1125.7776034084845,1125.7776034084845,1125.7776034084845
2561024.0,1149.283502175605,1149.283502175605,1149.283502175605,1169.533517434394,1169.533517434394,1169.533517434394,1134.0638061306831,1134.0638061306831,1134.0638061306831,1142.4987121365425,1142.4987121365425,1142.4987121365425,1143.0927024624702,1143.0927024624702,1143.0927024624702
2586624.0,1153.1633800263699,1153.1633800263699,1153.1633800263699,1165.032909750491,1165.032909750491,1165.032909750491,1150.2218936677273,1150.2218936677273,1150.2218936677273,1160.880207418948,1160.880207418948,1160.880207418948,1157.6691936250027,1157.6691936250027,1157.6691936250027
2612224.0,1159.1606577491273,1159.1606577491273,1159.1606577491273,1176.739007816266,1176.739007816266,1176.739007816266,1160.7564982032288,1160.7564982032288,1160.7564982032288,1180.042344913434,1180.042344913434,1180.042344913434,1157.7294252967347,1157.7294252967347,1157.7294252967347
