Step,FOWM_SNUHumanoidEnv_sweep_4 - rewards,FOWM_SNUHumanoidEnv_sweep_4 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_4 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_3 - rewards,FOWM_SNUHumanoidEnv_sweep_3 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_3 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_2 - rewards,FOWM_SNUHumanoidEnv_sweep_2 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_2 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_1 - rewards,FOWM_SNUHumanoidEnv_sweep_1 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_1 - rewards__MAX,FOWM_SNUHumanoidEnv_sweep_0 - rewards,FOWM_SNUHumanoidEnv_sweep_0 - rewards__MIN,FOWM_SNUHumanoidEnv_sweep_0 - rewards__MAX
26624.0,22.147424697875977,22.147424697875977,22.147424697875977,26.528459548950195,26.528459548950195,26.528459548950195,26.260677337646484,26.260677337646484,26.260677337646484,24.72547149658203,24.72547149658203,24.72547149658203,22.200265884399418,22.200265884399418,22.200265884399418
52224.0,26.151124210017144,26.151124210017144,26.151124210017144,35.615829677241265,35.615829677241265,35.615829677241265,42.19364568676275,42.19364568676275,42.19364568676275,34.70467969860357,34.70467969860357,34.70467969860357,32.944835872309625,32.944835872309625,32.944835872309625
77824.0,53.08121140790388,53.08121140790388,53.08121140790388,48.12676461530134,48.12676461530134,48.12676461530134,51.37441094708845,51.37441094708845,51.37441094708845,38.34580739331648,38.34580739331648,38.34580739331648,43.44890816998884,43.44890816998884,43.44890816998884
103424.0,62.56671222755588,62.56671222755588,62.56671222755588,61.05621799537815,61.05621799537815,61.05621799537815,66.8800209433762,66.8800209433762,66.8800209433762,60.991057244035375,60.991057244035375,60.991057244035375,53.54127391884006,53.54127391884006,53.54127391884006
129024.0,81.88322813383778,81.88322813383778,81.88322813383778,76.36393911711414,76.36393911711414,76.36393911711414,76.20542318693836,76.20542318693836,76.20542318693836,76.96741278044422,76.96741278044422,76.96741278044422,70.3223398434325,70.3223398434325,70.3223398434325
154624.0,97.08266348530958,97.08266348530958,97.08266348530958,86.46521658589552,86.46521658589552,86.46521658589552,90.18247503926466,90.18247503926466,90.18247503926466,93.51343626668165,93.51343626668165,93.51343626668165,85.80900854756544,85.80900854756544,85.80900854756544
180224.0,114.30820604237425,114.30820604237425,114.30820604237425,99.49602456959593,99.49602456959593,99.49602456959593,95.48962160023558,95.48962160023558,95.48962160023558,113.03221269520628,113.03221269520628,113.03221269520628,110.60848756703245,110.60848756703245,110.60848756703245
205824.0,114.81963748488991,114.81963748488991,114.81963748488991,116.71985835586159,116.71985835586159,116.71985835586159,117.29019183669655,117.29019183669655,117.29019183669655,126.69528598342507,126.69528598342507,126.69528598342507,120.41285342727272,120.41285342727272,120.41285342727272
231424.0,132.08889348727223,132.08889348727223,132.08889348727223,131.21878774386403,131.21878774386403,131.21878774386403,131.15241201144215,131.15241201144215,131.15241201144215,127.24975545626637,127.24975545626637,127.24975545626637,131.3901553891277,131.3901553891277,131.3901553891277
257024.0,146.39475976464982,146.39475976464982,146.39475976464982,144.61614572046037,144.61614572046037,144.61614572046037,140.45952188012834,140.45952188012834,140.45952188012834,144.19408380029435,144.19408380029435,144.19408380029435,137.14435349939103,137.14435349939103,137.14435349939103
282624.0,158.36470022963093,158.36470022963093,158.36470022963093,153.89824667738483,153.89824667738483,153.89824667738483,161.1356429176192,161.1356429176192,161.1356429176192,160.73907461927936,160.73907461927936,160.73907461927936,153.1032942848067,153.1032942848067,153.1032942848067
308224.0,167.43037380871894,167.43037380871894,167.43037380871894,168.57595600781562,168.57595600781562,168.57595600781562,162.29633106885078,162.29633106885078,162.29633106885078,171.6866375416291,171.6866375416291,171.6866375416291,174.1254345386994,174.1254345386994,174.1254345386994
333824.0,180.7375503676203,180.7375503676203,180.7375503676203,180.36128007343083,180.36128007343083,180.36128007343083,180.79999123981267,180.79999123981267,180.79999123981267,175.7471538679865,175.7471538679865,175.7471538679865,182.1321636336115,182.1321636336115,182.1321636336115
359424.0,192.8924371590012,192.8924371590012,192.8924371590012,192.68074625629123,192.68074625629123,192.68074625629123,196.95159166949924,196.95159166949924,196.95159166949924,191.24940889972385,191.24940889972385,191.24940889972385,189.73819178241428,189.73819178241428,189.73819178241428
385024.0,214.30011113572792,214.30011113572792,214.30011113572792,201.84206517625526,201.84206517625526,201.84206517625526,201.7448876707621,201.7448876707621,201.7448876707621,194.74501355577186,194.74501355577186,194.74501355577186,204.81854375291542,204.81854375291542,204.81854375291542
410624.0,230.17231619329203,230.17231619329203,230.17231619329203,220.66213095159281,220.66213095159281,220.66213095159281,214.00820410222758,214.00820410222758,214.00820410222758,222.15147268743266,222.15147268743266,222.15147268743266,224.03668463201274,224.03668463201274,224.03668463201274
436224.0,233.35031816675937,233.35031816675937,233.35031816675937,237.7469665737418,237.7469665737418,237.7469665737418,232.97888109400546,232.97888109400546,232.97888109400546,222.5653030605582,222.5653030605582,222.5653030605582,231.08965227320468,231.08965227320468,231.08965227320468
461824.0,247.39550579938728,247.39550579938728,247.39550579938728,243.90237606916267,243.90237606916267,243.90237606916267,240.2785052195533,240.2785052195533,240.2785052195533,230.9306162730201,230.9306162730201,230.9306162730201,239.6305045023902,239.6305045023902,239.6305045023902
487424.0,264.42829607830384,264.42829607830384,264.42829607830384,244.35674570904115,244.35674570904115,244.35674570904115,256.72435091839174,256.72435091839174,256.72435091839174,252.10252093181947,252.10252093181947,252.10252093181947,255.94067858562806,255.94067858562806,255.94067858562806
513024.0,270.5060562938205,270.5060562938205,270.5060562938205,268.29913185534394,268.29913185534394,268.29913185534394,262.2064480632297,262.2064480632297,262.2064480632297,277.6395478099338,277.6395478099338,277.6395478099338,263.9301628917209,263.9301628917209,263.9301628917209
538624.0,283.4609374451775,283.4609374451775,283.4609374451775,280.9980315613884,280.9980315613884,280.9980315613884,278.00934023143236,278.00934023143236,278.00934023143236,281.03825372935717,281.03825372935717,281.03825372935717,283.2177733826775,283.2177733826775,283.2177733826775
564224.0,300.35883572854675,300.35883572854675,300.35883572854675,284.9060979203192,284.9060979203192,284.9060979203192,290.47244122781433,290.47244122781433,290.47244122781433,293.13647702493347,293.13647702493347,293.13647702493347,295.69644025125183,295.69644025125183,295.69644025125183
589824.0,308.5114164640177,308.5114164640177,308.5114164640177,305.93432143227943,305.93432143227943,305.93432143227943,302.6318922330607,302.6318922330607,302.6318922330607,313.8129186918009,313.8129186918009,313.8129186918009,307.24596694009193,307.24596694009193,307.24596694009193
615424.0,317.9101617957534,317.9101617957534,317.9101617957534,317.9525583411636,317.9525583411636,317.9525583411636,315.4650285865249,315.4650285865249,315.4650285865249,317.4938028479995,317.4938028479995,317.4938028479995,320.8501146460952,320.8501146460952,320.8501146460952
641024.0,330.45987594220406,330.45987594220406,330.45987594220406,331.5543240318037,331.5543240318037,331.5543240318037,324.18171775433785,324.18171775433785,324.18171775433785,331.26660811993844,331.26660811993844,331.26660811993844,330.3838452110029,330.3838452110029,330.3838452110029
666624.0,343.6513116926502,343.6513116926502,343.6513116926502,338.7024286360096,338.7024286360096,338.7024286360096,341.1817415327381,341.1817415327381,341.1817415327381,347.40693455641974,347.40693455641974,347.40693455641974,336.60464840834845,336.60464840834845,336.60464840834845
692224.0,351.90782720769477,351.90782720769477,351.90782720769477,350.36322958196234,350.36322958196234,350.36322958196234,352.9930704327924,352.9930704327924,352.9930704327924,361.5611742230756,361.5611742230756,361.5611742230756,350.74657613957953,350.74657613957953,350.74657613957953
717824.0,363.544297916192,363.544297916192,363.544297916192,366.002794009942,366.002794009942,366.002794009942,356.59214566399476,356.59214566399476,356.59214566399476,375.66254590203187,375.66254590203187,375.66254590203187,362.7489678685846,362.7489678685846,362.7489678685846
743424.0,375.0989455874617,375.0989455874617,375.0989455874617,379.76049420196364,379.76049420196364,379.76049420196364,378.60821530181715,378.60821530181715,378.60821530181715,391.7538413699324,391.7538413699324,391.7538413699324,379.01794049102614,379.01794049102614,379.01794049102614
769024.0,389.9007898095089,389.9007898095089,389.9007898095089,386.8085046532589,386.8085046532589,386.8085046532589,391.89625794915736,391.89625794915736,391.89625794915736,393.0124192955929,393.0124192955929,393.0124192955929,385.23680360345423,385.23680360345423,385.23680360345423
794624.0,405.5073043927737,405.5073043927737,405.5073043927737,389.09844895454125,389.09844895454125,389.09844895454125,396.1536171063967,396.1536171063967,396.1536171063967,407.5996963605471,407.5996963605471,407.5996963605471,398.09548493476586,398.09548493476586,398.09548493476586
820224.0,407.6304465766127,407.6304465766127,407.6304465766127,411.53224101020646,411.53224101020646,411.53224101020646,413.4826957221205,413.4826957221205,413.4826957221205,420.5164672370131,420.5164672370131,420.5164672370131,413.9008323188002,413.9008323188002,413.9008323188002
845824.0,430.2668450187382,430.2668450187382,430.2668450187382,426.1481049369511,426.1481049369511,426.1481049369511,423.2034905265507,423.2034905265507,423.2034905265507,429.25354316937296,429.25354316937296,429.25354316937296,424.4617455314335,424.4617455314335,424.4617455314335
871424.0,441.57337581566026,441.57337581566026,441.57337581566026,426.60751354149033,426.60751354149033,426.60751354149033,441.3888245766466,441.3888245766466,441.3888245766466,447.0128937905138,447.0128937905138,447.0128937905138,444.55406581810166,444.55406581810166,444.55406581810166
897024.0,438.85972193681164,438.85972193681164,438.85972193681164,435.95900134049816,435.95900134049816,435.95900134049816,449.9087274452345,449.9087274452345,449.9087274452345,454.9301126381056,454.9301126381056,454.9301126381056,453.6348894020216,453.6348894020216,453.6348894020216
922624.0,458.6137504992573,458.6137504992573,458.6137504992573,448.69952778197217,448.69952778197217,448.69952778197217,463.4525185046284,463.4525185046284,463.4525185046284,459.4239578662007,459.4239578662007,459.4239578662007,460.13834766722607,460.13834766722607,460.13834766722607
948224.0,472.72807908353457,472.72807908353457,472.72807908353457,467.56832337674746,467.56832337674746,467.56832337674746,476.4465391665424,476.4465391665424,476.4465391665424,478.6214544802631,478.6214544802631,478.6214544802631,469.06999039945254,469.06999039945254,469.06999039945254
973824.0,493.4438165795149,493.4438165795149,493.4438165795149,478.3340028893293,478.3340028893293,478.3340028893293,487.43516484611644,487.43516484611644,487.43516484611644,493.363280690843,493.363280690843,493.363280690843,483.4982484947981,483.4982484947981,483.4982484947981
999424.0,504.80451406949675,504.80451406949675,504.80451406949675,492.6234113168112,492.6234113168112,492.6234113168112,496.54889883512175,496.54889883512175,496.54889883512175,494.65951742643034,494.65951742643034,494.65951742643034,493.8315946053854,493.8315946053854,493.8315946053854
1025024.0,509.78791112145103,509.78791112145103,509.78791112145103,506.2210776253573,506.2210776253573,506.2210776253573,496.5487925454012,496.5487925454012,496.5487925454012,502.72279042442955,502.72279042442955,502.72279042442955,499.598572437369,499.598572437369,499.598572437369
1050624.0,518.6894158621723,518.6894158621723,518.6894158621723,508.4022416373188,508.4022416373188,508.4022416373188,525.8693818350728,525.8693818350728,525.8693818350728,525.6315392752583,525.6315392752583,525.6315392752583,519.4708260794575,519.4708260794575,519.4708260794575
1076224.0,527.6092303751265,527.6092303751265,527.6092303751265,527.083130216435,527.083130216435,527.083130216435,529.9034732340132,529.9034732340132,529.9034732340132,528.2626803873335,528.2626803873335,528.2626803873335,531.3134807108198,531.3134807108198,531.3134807108198
1101824.0,539.9672852413676,539.9672852413676,539.9672852413676,539.0096817867777,539.0096817867777,539.0096817867777,538.9921151058695,538.9921151058695,538.9921151058695,540.1518135921976,540.1518135921976,540.1518135921976,546.4351845638773,546.4351845638773,546.4351845638773
1127424.0,553.2132500692219,553.2132500692219,553.2132500692219,550.9713028951496,550.9713028951496,550.9713028951496,551.4524964376301,551.4524964376301,551.4524964376301,565.8355835958332,565.8355835958332,565.8355835958332,549.248177437386,549.248177437386,549.248177437386
1153024.0,566.1895477165863,566.1895477165863,566.1895477165863,550.3886367668792,550.3886367668792,550.3886367668792,568.9950897087738,568.9950897087738,568.9950897087738,566.6579696526214,566.6579696526214,566.6579696526214,561.1801673760101,561.1801673760101,561.1801673760101
1178624.0,567.0572118359923,567.0572118359923,567.0572118359923,564.0521859723449,564.0521859723449,564.0521859723449,583.2754468518615,583.2754468518615,583.2754468518615,587.520441969049,587.520441969049,587.520441969049,577.5471028882384,577.5471028882384,577.5471028882384
1204224.0,585.1993674054875,585.1993674054875,585.1993674054875,578.6509512677922,578.6509512677922,578.6509512677922,589.715846897675,589.715846897675,589.715846897675,596.8046454206242,596.8046454206242,596.8046454206242,592.6183012738957,592.6183012738957,592.6183012738957
1229824.0,597.055386766119,597.055386766119,597.055386766119,595.8381054245663,595.8381054245663,595.8381054245663,599.6076748215389,599.6076748215389,599.6076748215389,590.6544811569881,590.6544811569881,590.6544811569881,599.3984653794002,599.3984653794002,599.3984653794002
1255424.0,611.6716594289437,611.6716594289437,611.6716594289437,596.5270804952279,596.5270804952279,596.5270804952279,616.1496104787484,616.1496104787484,616.1496104787484,617.3231334279672,617.3231334279672,617.3231334279672,608.9337825368539,608.9337825368539,608.9337825368539
1281024.0,620.5110479477012,620.5110479477012,620.5110479477012,618.5976682785117,618.5976682785117,618.5976682785117,620.1003538253867,620.1003538253867,620.1003538253867,629.3142858627402,629.3142858627402,629.3142858627402,622.4766393783652,622.4766393783652,622.4766393783652
1306624.0,633.0164789233283,633.0164789233283,633.0164789233283,615.9812654528694,615.9812654528694,615.9812654528694,638.6316637072639,638.6316637072639,638.6316637072639,638.785430339344,638.785430339344,638.785430339344,641.6118730578498,641.6118730578498,641.6118730578498
1332224.0,647.2658540463028,647.2658540463028,647.2658540463028,634.7728387569962,634.7728387569962,634.7728387569962,645.8496209835587,645.8496209835587,645.8496209835587,645.8250467037735,645.8250467037735,645.8250467037735,648.8303796505509,648.8303796505509,648.8303796505509
1357824.0,651.4987262757124,651.4987262757124,651.4987262757124,655.3190273316206,655.3190273316206,655.3190273316206,650.6511196167769,650.6511196167769,650.6511196167769,660.0827678711714,660.0827678711714,660.0827678711714,650.342556384355,650.342556384355,650.342556384355
1383424.0,666.3390590871579,666.3390590871579,666.3390590871579,658.7020961965329,658.7020961965329,658.7020961965329,661.6117984975583,661.6117984975583,661.6117984975583,679.6390278066403,679.6390278066403,679.6390278066403,671.5817081655271,671.5817081655271,671.5817081655271
1409024.0,679.6942323637284,679.6942323637284,679.6942323637284,675.3186487150467,675.3186487150467,675.3186487150467,679.0869478178299,679.0869478178299,679.0869478178299,677.930282015828,677.930282015828,677.930282015828,680.1250757169998,680.1250757169998,680.1250757169998
1434624.0,689.3648904195342,689.3648904195342,689.3648904195342,687.4588616719756,687.4588616719756,687.4588616719756,692.6032822957549,692.6032822957549,692.6032822957549,686.1725381246123,686.1725381246123,686.1725381246123,693.6235955586943,693.6235955586943,693.6235955586943
1460224.0,700.1127863916482,700.1127863916482,700.1127863916482,701.129384139451,701.129384139451,701.129384139451,690.8531313928689,690.8531313928689,690.8531313928689,702.5237017664041,702.5237017664041,702.5237017664041,697.4245387109842,697.4245387109842,697.4245387109842
1485824.0,712.7194446557262,712.7194446557262,712.7194446557262,708.2054943078258,708.2054943078258,708.2054943078258,715.0368083947399,715.0368083947399,715.0368083947399,715.0247577660778,715.0247577660778,715.0247577660778,707.0320629113414,707.0320629113414,707.0320629113414
1511424.0,724.9496007684803,724.9496007684803,724.9496007684803,718.1955648187733,718.1955648187733,718.1955648187733,722.9865003351307,722.9865003351307,722.9865003351307,719.1560521844959,719.1560521844959,719.1560521844959,722.1980672601795,722.1980672601795,722.1980672601795
1537024.0,730.9275099098951,730.9275099098951,730.9275099098951,735.1603437721998,735.1603437721998,735.1603437721998,732.1648336708814,732.1648336708814,732.1648336708814,733.5707250893385,733.5707250893385,733.5707250893385,732.9379011452467,732.9379011452467,732.9379011452467
1562624.0,733.7273208772133,733.7273208772133,733.7273208772133,741.2273323213051,741.2273323213051,741.2273323213051,736.5119354402016,736.5119354402016,736.5119354402016,751.6243965302895,751.6243965302895,751.6243965302895,735.7955581819008,735.7955581819008,735.7955581819008
1588224.0,754.9928270625473,754.9928270625473,754.9928270625473,753.9944673823716,753.9944673823716,753.9944673823716,752.2632318782212,752.2632318782212,752.2632318782212,761.749815587938,761.749815587938,761.749815587938,752.3517900752427,752.3517900752427,752.3517900752427
1613824.0,769.0224045032533,769.0224045032533,769.0224045032533,768.0124939197572,768.0124939197572,768.0124939197572,765.4775398487122,765.4775398487122,765.4775398487122,773.9411857837708,773.9411857837708,773.9411857837708,764.2110718006165,764.2110718006165,764.2110718006165
1639424.0,776.4045328180318,776.4045328180318,776.4045328180318,776.4980615655904,776.4980615655904,776.4980615655904,762.0792421381002,762.0792421381002,762.0792421381002,785.4826234857564,785.4826234857564,785.4826234857564,778.3644861261373,778.3644861261373,778.3644861261373
1665024.0,791.1474720268254,791.1474720268254,791.1474720268254,781.3342434196477,781.3342434196477,781.3342434196477,787.8263813285832,787.8263813285832,787.8263813285832,793.5943943290715,793.5943943290715,793.5943943290715,787.0352131156926,787.0352131156926,787.0352131156926
1690624.0,791.0897621246099,791.0897621246099,791.0897621246099,794.1610550018072,794.1610550018072,794.1610550018072,803.1013359161138,803.1013359161138,803.1013359161138,809.3336471648931,809.3336471648931,809.3336471648931,794.9417785735845,794.9417785735845,794.9417785735845
1716224.0,799.7170870961081,799.7170870961081,799.7170870961081,802.9527285756003,802.9527285756003,802.9527285756003,809.0717738331687,809.0717738331687,809.0717738331687,819.63551360978,819.63551360978,819.63551360978,813.6857264698874,813.6857264698874,813.6857264698874
1741824.0,820.671559889967,820.671559889967,820.671559889967,794.8335643607923,794.8335643607923,794.8335643607923,817.7273460227796,817.7273460227796,817.7273460227796,815.2274146873303,815.2274146873303,815.2274146873303,823.1220146018811,823.1220146018811,823.1220146018811
1767424.0,826.5989018326324,826.5989018326324,826.5989018326324,820.2937603836577,820.2937603836577,820.2937603836577,825.4588414078277,825.4588414078277,825.4588414078277,834.7847386246245,834.7847386246245,834.7847386246245,824.9145947342437,824.9145947342437,824.9145947342437
1793024.0,837.1414197717113,837.1414197717113,837.1414197717113,832.9868253503246,832.9868253503246,832.9868253503246,839.5337537560863,839.5337537560863,839.5337537560863,840.662698153059,840.662698153059,840.662698153059,838.4160398278636,838.4160398278636,838.4160398278636
1818624.0,841.6881815530693,841.6881815530693,841.6881815530693,844.2454287149345,844.2454287149345,844.2454287149345,853.136404667083,853.136404667083,853.136404667083,853.7055079080498,853.7055079080498,853.7055079080498,846.896414432708,846.896414432708,846.896414432708
1844224.0,859.1022766114581,859.1022766114581,859.1022766114581,855.428303527962,855.428303527962,855.428303527962,860.9392669679034,860.9392669679034,860.9392669679034,865.4576461793292,865.4576461793292,865.4576461793292,864.5739639283527,864.5739639283527,864.5739639283527
1869824.0,856.9018996507269,856.9018996507269,856.9018996507269,870.3274977952582,870.3274977952582,870.3274977952582,873.2102835923773,873.2102835923773,873.2102835923773,865.0145400315863,865.0145400315863,865.0145400315863,862.9969657212836,862.9969657212836,862.9969657212836
1895424.0,879.2233747842447,879.2233747842447,879.2233747842447,872.5066770913736,872.5066770913736,872.5066770913736,872.6189131143228,872.6189131143228,872.6189131143228,888.6306166055338,888.6306166055338,888.6306166055338,882.2514204385416,882.2514204385416,882.2514204385416
1921024.0,889.5230178711187,889.5230178711187,889.5230178711187,886.6583900329839,886.6583900329839,886.6583900329839,892.4933700439702,892.4933700439702,892.4933700439702,891.9538192627202,891.9538192627202,891.9538192627202,889.2893791076909,889.2893791076909,889.2893791076909
1946624.0,906.4903140074367,906.4903140074367,906.4903140074367,903.1450114256496,903.1450114256496,903.1450114256496,893.8853106505031,893.8853106505031,893.8853106505031,909.3670878416652,909.3670878416652,909.3670878416652,898.1026186949367,898.1026186949367,898.1026186949367
1972224.0,911.783410233573,911.783410233573,911.783410233573,913.5613795939246,913.5613795939246,913.5613795939246,909.9586497965613,909.9586497965613,909.9586497965613,905.088944596366,905.088944596366,905.088944596366,912.643746537284,912.643746537284,912.643746537284
