Step,FOWM_HumanoidEnv_sweep_4 - rewards,FOWM_HumanoidEnv_sweep_4 - rewards__MIN,FOWM_HumanoidEnv_sweep_4 - rewards__MAX,FOWM_HumanoidEnv_sweep_3 - rewards,FOWM_HumanoidEnv_sweep_3 - rewards__MIN,FOWM_HumanoidEnv_sweep_3 - rewards__MAX,FOWM_HumanoidEnv_sweep_1 - rewards,FOWM_HumanoidEnv_sweep_1 - rewards__MIN,FOWM_HumanoidEnv_sweep_1 - rewards__MAX,FOWM_HumanoidEnv_sweep_2 - rewards,FOWM_HumanoidEnv_sweep_2 - rewards__MIN,FOWM_HumanoidEnv_sweep_2 - rewards__MAX,FOWM_HumanoidEnv_sweep_0 - rewards,FOWM_HumanoidEnv_sweep_0 - rewards__MIN,FOWM_HumanoidEnv_sweep_0 - rewards__MAX
40960,130.3258640970748,130.3258640970748,130.3258640970748,114.91851546426228,114.91851546426228,114.91851546426228,129.3703739847701,129.3703739847701,129.3703739847701,113.51617171426228,113.51617171426228,113.51617171426228,114.25905348916463,114.25905348916463,114.25905348916463
45056,129.92622470722173,129.92622470722173,129.92622470722173,117.15149021015141,117.15149021015141,117.15149021015141,127.43912601337406,127.43912601337406,127.43912601337406,118.02688693866703,118.02688693866703,118.02688693866703,116.99482059345219,116.99482059345219,116.99482059345219
49152,128.16762993406786,128.16762993406786,128.16762993406786,124.11028740477101,124.11028740477101,124.11028740477101,132.66894218992724,132.66894218992724,132.66894218992724,123.01488945555224,123.01488945555224,123.01488945555224,117.2877089745952,117.2877089745952,117.2877089745952
53248,132.82822461403902,132.82822461403902,132.82822461403902,128.37530560769136,128.37530560769136,128.37530560769136,139.06644482888277,139.06644482888277,139.06644482888277,124.59729047097261,124.59729047097261,124.59729047097261,126.51800580300386,126.51800580300386,126.51800580300386
57344,136.0397073555336,136.0397073555336,136.0397073555336,133.3678323555336,133.3678323555336,133.3678323555336,150.07155244830705,150.07155244830705,150.07155244830705,125.5925866890297,125.5925866890297,125.5925866890297,134.1474954414711,134.1474954414711,134.1474954414711
61440,141.564376742536,141.564376742536,141.564376742536,134.28364554136414,134.28364554136414,134.28364554136414,144.72952261655945,144.72952261655945,144.72952261655945,124.14056387632507,124.14056387632507,124.14056387632507,131.3986968108954,131.3986968108954,131.3986968108954
65536,138.16659129555404,138.16659129555404,138.16659129555404,140.91552318031967,140.91552318031967,140.91552318031967,147.66378367836654,147.66378367836654,147.66378367836654,124.7206379264134,124.7206379264134,124.7206379264134,134.2376514762181,134.2376514762181,134.2376514762181
69632,139.94318328997832,139.94318328997832,139.94318328997832,144.37337433001738,144.37337433001738,144.37337433001738,153.86679779193145,153.86679779193145,153.86679779193145,127.41927276751737,127.41927276751737,127.41927276751737,139.51752411029082,139.51752411029082,139.51752411029082
73728,145.96039112912914,145.96039112912914,145.96039112912914,138.17279347287914,138.17279347287914,138.17279347287914,156.974764908426,156.974764908426,156.974764908426,132.31157215940257,132.31157215940257,132.31157215940257,144.12279042112132,144.12279042112132,144.12279042112132
77824,157.68986398292841,157.68986398292841,157.68986398292841,140.37873727394404,140.37873727394404,140.37873727394404,159.27079660011591,159.27079660011591,159.27079660011591,133.34986001564326,133.34986001564326,133.34986001564326,141.12824899269404,141.12824899269404,141.12824899269404
81920,157.57673124590738,157.57673124590738,157.57673124590738,143.04938749590738,143.04938749590738,143.04938749590738,163.07459501543863,163.07459501543863,163.07459501543863,137.7657723836027,137.7657723836027,137.7657723836027,141.78182462969644,141.78182462969644,141.78182462969644
86016,159.57614733701135,159.57614733701135,159.57614733701135,147.88799120908166,147.88799120908166,147.88799120908166,163.25531603818322,163.25531603818322,163.25531603818322,140.1821196270504,140.1821196270504,140.1821196270504,147.03211047177697,147.03211047177697,147.03211047177697
90112,149.3746051761622,149.3746051761622,149.3746051761622,148.18008613319344,148.18008613319344,148.18008613319344,159.6600818607325,159.6600818607325,159.6600818607325,145.05981635780282,145.05981635780282,145.05981635780282,150.41670417518563,150.41670417518563,150.41670417518563
94208,143.50727627214897,143.50727627214897,143.50727627214897,150.87495205339897,150.87495205339897,150.87495205339897,161.4974953883599,161.4974953883599,161.4974953883599,150.95437405046928,150.95437405046928,150.95437405046928,147.2015206569146,147.2015206569146,147.2015206569146
98304,148.67871995114353,148.67871995114353,148.67871995114353,154.23153062008885,154.23153062008885,154.23153062008885,165.72051377438572,165.72051377438572,165.72051377438572,150.91405625485447,150.91405625485447,150.91405625485447,149.71862168454197,149.71862168454197,149.71862168454197
102400,150.1338702951772,150.1338702951772,150.1338702951772,155.83363836158344,155.83363836158344,155.83363836158344,169.15016668189594,169.15016668189594,169.15016668189594,154.60390203345844,154.60390203345844,154.60390203345844,154.29807012427875,154.29807012427875,154.29807012427875
106496,155.7122048433124,155.7122048433124,155.7122048433124,152.56201258257022,152.56201258257022,152.56201258257022,170.94444361284366,170.94444361284366,170.94444361284366,145.01648035600772,145.01648035600772,145.01648035600772,150.92152491167178,150.92152491167178,150.92152491167178
110592,158.9072080926195,158.9072080926195,158.9072080926195,153.34635604183825,153.34635604183825,153.34635604183825,164.05367720883044,164.05367720883044,164.05367720883044,144.44550765316637,144.44550765316637,144.44550765316637,139.73237288754137,139.73237288754137,139.73237288754137
114688,162.37502323157503,162.37502323157503,162.37502323157503,153.5132220841141,153.5132220841141,153.5132220841141,164.7627338028641,164.7627338028641,164.7627338028641,146.00983463294222,146.00983463294222,146.00983463294222,136.01923404700472,136.01923404700472,136.01923404700472
118784,164.35261925431962,164.35261925431962,164.35261925431962,154.05885704728837,154.05885704728837,154.05885704728837,169.27693566056962,169.27693566056962,169.27693566056962,145.66646202775712,145.66646202775712,145.66646202775712,138.95863732072587,138.95863732072587,138.95863732072587
122880,160.48229962765015,160.48229962765015,160.48229962765015,154.9208372253064,154.9208372253064,154.9208372253064,170.15425092159546,170.15425092159546,170.15425092159546,149.29296857296265,149.29296857296265,149.29296857296265,148.62841779171265,148.62841779171265,148.62841779171265
126976,164.89992860937912,164.89992860937912,164.89992860937912,154.42940858984787,154.42940858984787,154.42940858984787,172.83745912695724,172.83745912695724,172.83745912695724,150.56913332129318,150.56913332129318,150.56913332129318,160.8469958701213,160.8469958701213,160.8469958701213
131072,168.16626669755337,168.16626669755337,168.16626669755337,164.03230978837368,164.03230978837368,164.03230978837368,176.1447670637643,176.1447670637643,176.1447670637643,152.63652731767056,152.63652731767056,152.63652731767056,163.09992148270962,163.09992148270962,163.09992148270962
135168,176.58047771053234,176.58047771053234,176.58047771053234,159.77965068416515,159.77965068416515,159.77965068416515,176.38980388240734,176.38980388240734,176.38980388240734,153.00245952205577,153.00245952205577,153.00245952205577,161.49798869686046,161.49798869686046,161.49798869686046
139264,170.47602722448786,170.47602722448786,170.47602722448786,159.27322265905818,159.27322265905818,159.27322265905818,174.22550842565974,174.22550842565974,174.22550842565974,159.81286499304255,159.81286499304255,159.81286499304255,160.03661987585505,160.03661987585505,160.03661987585505
143360,166.2341255665684,166.2341255665684,166.2341255665684,166.44089741715433,166.44089741715433,166.44089741715433,169.4407448292637,169.4407448292637,169.4407448292637,160.80913777359964,160.80913777359964,160.80913777359964,164.23345417984964,164.23345417984964,164.23345417984964
147456,169.2155820629458,169.2155820629458,169.2155820629458,169.93080728267236,169.93080728267236,169.93080728267236,169.1087247631411,169.1087247631411,169.1087247631411,158.94269387935205,158.94269387935205,158.94269387935205,170.25015847896142,170.25015847896142,170.25015847896142
151552,176.1911791843232,176.1911791843232,176.1911791843232,170.5863207858857,170.5863207858857,170.5863207858857,176.10518064916695,176.10518064916695,176.10518064916695,163.80191221654977,163.80191221654977,163.80191221654977,177.0937670749482,177.0937670749482,177.0937670749482
155648,179.66950762894277,179.66950762894277,179.66950762894277,175.38400042679433,175.38400042679433,175.38400042679433,178.1975685420287,178.1975685420287,178.1975685420287,169.03255999710683,169.03255999710683,169.03255999710683,175.48745501663808,175.48745501663808,175.48745501663808
159744,179.49492774836705,179.49492774836705,179.49492774836705,175.71866737239048,175.71866737239048,175.71866737239048,176.23240028254673,176.23240028254673,176.23240028254673,174.50553260676548,174.50553260676548,174.50553260676548,173.39409767024205,173.39409767024205,173.39409767024205
163840,178.00275143224445,178.00275143224445,178.00275143224445,175.64558895665851,175.64558895665851,175.64558895665851,178.63589962560383,178.63589962560383,178.63589962560383,174.0776873453304,174.0776873453304,174.0776873453304,176.39999874669758,176.39999874669758,176.39999874669758
167936,174.93533402725467,174.93533402725467,174.93533402725467,178.9754799012781,178.9754799012781,178.9754799012781,181.9046028260828,181.9046028260828,181.9046028260828,172.54600602432498,172.54600602432498,172.54600602432498,183.0166175965906,183.0166175965906,183.0166175965906
172032,178.36967138300707,178.36967138300707,178.36967138300707,181.98145727167895,181.98145727167895,181.98145727167895,184.03536657343676,184.03536657343676,184.03536657343676,166.32137731562426,166.32137731562426,166.32137731562426,188.11167577753832,188.11167577753832,188.11167577753832
176128,182.94481684422823,182.94481684422823,182.94481684422823,178.4264757797751,178.4264757797751,178.4264757797751,185.15685297704073,185.15685297704073,185.15685297704073,168.79933954930635,168.79933954930635,168.79933954930635,191.23929621434542,191.23929621434542,191.23929621434542
180224,186.01964187087907,186.01964187087907,186.01964187087907,180.27777480544938,180.27777480544938,180.27777480544938,186.9581489509572,186.9581489509572,186.9581489509572,172.3739967292775,172.3739967292775,172.3739967292775,184.68753432693376,184.68753432693376,184.68753432693376
184320,188.95993015436582,188.95993015436582,188.95993015436582,182.10482761530332,182.10482761530332,182.10482761530332,188.24826023249082,188.24826023249082,188.24826023249082,179.42166111139707,179.42166111139707,179.42166111139707,173.8556515899127,173.8556515899127,173.8556515899127
188416,187.5888170706651,187.5888170706651,187.5888170706651,181.3557085501573,181.3557085501573,181.3557085501573,189.83904595250104,189.83904595250104,189.83904595250104,181.57313103550885,181.57313103550885,181.57313103550885,167.60950798863385,167.60950798863385,167.60950798863385
192512,184.80426709731594,184.80426709731594,184.80426709731594,178.9349433668472,178.9349433668472,178.9349433668472,192.4005958326675,192.4005958326675,192.4005958326675,181.6976386793472,181.6976386793472,181.6976386793472,171.44023816665188,171.44023816665188,171.44023816665188
196608,187.36186495111522,187.36186495111522,187.36186495111522,182.4010952977949,182.4010952977949,182.4010952977949,187.43126192377147,187.43126192377147,187.43126192377147,181.63202181146679,181.63202181146679,181.63202181146679,178.77063265131054,178.77063265131054,178.77063265131054
200704,188.4541307736645,188.4541307736645,188.4541307736645,186.45191824925044,186.45191824925044,186.45191824925044,182.54502738010981,182.54502738010981,182.54502738010981,189.5580583859692,189.5580583859692,189.5580583859692,184.58994925510981,184.58994925510981,184.58994925510981
204800,188.55762706496378,188.55762706496378,188.55762706496378,186.52929149367472,186.52929149367472,186.52929149367472,180.72760997512003,180.72760997512003,180.72760997512003,189.05922923781534,189.05922923781534,189.05922923781534,185.39977489211222,185.39977489211222,185.39977489211222
208896,193.063207706849,193.063207706849,193.063207706849,186.99837311212244,186.99837311212244,186.99837311212244,183.57405670587244,183.57405670587244,183.57405670587244,190.311010441224,190.311010441224,190.311010441224,186.8749295086068,186.8749295086068,186.8749295086068
212992,197.50724965244513,197.50724965244513,197.50724965244513,192.22932606846075,192.22932606846075,192.22932606846075,183.4612444034217,183.4612444034217,183.4612444034217,186.5848100772498,186.5848100772498,186.5848100772498,188.3687151065467,188.3687151065467,188.3687151065467
217088,193.9037604701116,193.9037604701116,193.9037604701116,196.46186593886162,196.46186593886162,196.46186593886162,178.35522226210378,178.35522226210378,178.35522226210378,175.3177008997991,175.3177008997991,175.3177008997991,189.34327463026784,189.34327463026784,189.34327463026784
221184,193.60471464715306,193.60471464715306,193.60471464715306,195.06118132195775,195.06118132195775,195.06118132195775,172.044396653989,172.044396653989,172.044396653989,171.1753323229343,171.1753323229343,171.1753323229343,193.15073515496556,193.15073515496556,193.15073515496556
225280,200.7409868173586,200.7409868173586,200.7409868173586,199.35829638767106,199.35829638767106,199.35829638767106,174.30756091403828,174.30756091403828,174.30756091403828,172.77884387302265,172.77884387302265,172.77884387302265,195.52228259372578,195.52228259372578,195.52228259372578
229376,202.8609473420563,202.8609473420563,202.8609473420563,203.89567634596256,203.89567634596256,203.89567634596256,182.45013496412662,182.45013496412662,182.45013496412662,174.94459602369693,174.94459602369693,174.94459602369693,196.9455420686188,196.9455420686188,196.9455420686188
233472,203.48748440483996,203.48748440483996,203.48748440483996,203.38697476128527,203.38697476128527,203.38697476128527,187.68085903862902,187.68085903862902,187.68085903862902,177.28516812066027,177.28516812066027,177.28516812066027,193.8993343804259,193.8993343804259,193.8993343804259
237568,198.66515366977205,198.66515366977205,198.66515366977205,205.70510117953768,205.70510117953768,205.70510117953768,190.98055283969393,190.98055283969393,190.98055283969393,180.2648698562955,180.2648698562955,180.2648698562955,193.81897752231112,193.81897752231112,193.81897752231112
241664,197.20361700208693,197.20361700208693,197.20361700208693,206.12739935071974,206.12739935071974,206.12739935071974,191.14433660657912,191.14433660657912,191.14433660657912,183.71673956068068,183.71673956068068,183.71673956068068,199.9046362891963,199.9046362891963,199.9046362891963
245760,199.80937159416746,199.80937159416746,199.80937159416746,203.74592554924558,203.74592554924558,203.74592554924558,195.0269619261987,195.0269619261987,195.0269619261987,181.36126673576902,181.36126673576902,181.36126673576902,203.52864039299558,203.52864039299558,203.52864039299558
249856,199.62745223605268,199.62745223605268,199.62745223605268,199.63311324679486,199.63311324679486,199.63311324679486,192.4774125632011,192.4774125632011,192.4774125632011,180.045008998748,180.045008998748,180.045008998748,203.75953231417768,203.75953231417768,203.75953231417768
253952,201.32826908399258,201.32826908399258,201.32826908399258,202.27106388379727,202.27106388379727,202.27106388379727,188.57318790723477,188.57318790723477,188.57318790723477,175.52815922071133,175.52815922071133,175.52815922071133,206.50372989942227,206.50372989942227,206.50372989942227
258048,198.1035030461903,198.1035030461903,198.1035030461903,204.39627343193249,204.39627343193249,204.39627343193249,187.30061608329967,187.30061608329967,187.30061608329967,178.00808983818249,178.00808983818249,178.00808983818249,210.18950158134655,210.18950158134655,210.18950158134655
262144,200.54635480623955,200.54635480623955,200.54635480623955,204.85211042147395,204.85211042147395,204.85211042147395,189.3552689908099,189.3552689908099,189.3552689908099,180.0535874722552,180.0535874722552,180.0535874722552,209.88410810213804,209.88410810213804,209.88410810213804
266240,199.37024904675758,199.37024904675758,199.37024904675758,206.65955568738258,206.65955568738258,206.65955568738258,191.86615969128883,191.86615969128883,191.86615969128883,181.34092165417945,181.34092165417945,181.34092165417945,211.79404665417945,211.79404665417945,211.79404665417945
270336,208.47899436149433,208.47899436149433,208.47899436149433,209.4093990245803,209.4093990245803,209.4093990245803,192.08870505485373,192.08870505485373,192.08870505485373,185.48946189079123,185.48946189079123,185.48946189079123,208.16774558219745,208.16774558219745,208.16774558219745
274432,205.6107804477155,205.6107804477155,205.6107804477155,209.74719402193426,209.74719402193426,209.74719402193426,194.5436875522077,194.5436875522077,194.5436875522077,191.56564494966864,191.56564494966864,191.56564494966864,202.4643418490827,202.4643418490827,202.4643418490827
278528,208.89651245678823,208.89651245678823,208.89651245678823,209.79102844799914,209.79102844799914,209.79102844799914,192.77558655346792,192.77558655346792,192.77558655346792,188.1453070124523,188.1453070124523,188.1453070124523,201.89187378491323,201.89187378491323,201.89187378491323
282624,214.35794942191563,214.35794942191563,214.35794942191563,215.2893153887125,215.2893153887125,215.2893153887125,199.07114522269688,199.07114522269688,199.07114522269688,193.18050496390782,193.18050496390782,193.18050496390782,203.19750325492345,203.19750325492345,203.19750325492345
286720,209.2929123880196,209.2929123880196,209.2929123880196,214.33264627473835,214.33264627473835,214.33264627473835,201.77927103059773,201.77927103059773,201.77927103059773,194.6862229348946,194.6862229348946,194.6862229348946,205.0872696878243,205.0872696878243,205.0872696878243
290816,208.3160406373267,208.3160406373267,208.3160406373267,215.1335150025611,215.1335150025611,215.1335150025611,199.57011473400638,199.57011473400638,199.57011473400638,196.63125670177982,196.63125670177982,196.63125670177982,207.4400640748267,207.4400640748267,207.4400640748267
294912,211.7166865868291,211.7166865868291,211.7166865868291,217.3151515526494,217.3151515526494,217.3151515526494,192.8557246727666,192.8557246727666,192.8557246727666,193.3861964745244,193.3861964745244,193.3861964745244,208.47158465811816,208.47158465811816,208.47158465811816
299008,219.4104538742221,219.4104538742221,219.4104538742221,220.7012253585971,220.7012253585971,220.7012253585971,195.0617447677768,195.0617447677768,195.0617447677768,178.7575760666049,178.7575760666049,178.7575760666049,204.02677162324554,204.02677162324554,204.02677162324554
303104,226.90187435985732,226.90187435985732,226.90187435985732,221.22185116649794,221.22185116649794,221.22185116649794,195.42799740673232,195.42799740673232,195.42799740673232,177.57216244579482,177.57216244579482,177.57216244579482,202.88956051708388,202.88956051708388,202.88956051708388
307200,219.3630366667816,219.3630366667816,219.3630366667816,220.92102006521907,220.92102006521907,220.92102006521907,201.7305903777191,201.7305903777191,201.7305903777191,175.24276689139097,175.24276689139097,175.24276689139097,203.84674028006285,203.84674028006285,203.84674028006285
311296,212.23713232331525,212.23713232331525,212.23713232331525,220.70762182526835,220.70762182526835,220.70762182526835,199.7900040274168,199.7900040274168,199.7900040274168,178.397959960034,178.397959960034,178.397959960034,205.2972061758543,205.2972061758543,205.2972061758543
315392,213.73287104625516,213.73287104625516,213.73287104625516,218.26090144176297,218.26090144176297,218.26090144176297,202.68128108043484,202.68128108043484,202.68128108043484,177.69371699352078,177.69371699352078,177.69371699352078,207.37508296031766,207.37508296031766,207.37508296031766
319488,218.83374282583569,218.83374282583569,218.83374282583569,223.451494901031,223.451494901031,223.451494901031,205.42228957876537,205.42228957876537,205.42228957876537,178.7103602574763,178.7103602574763,178.7103602574763,208.39853164419506,208.39853164419506,208.39853164419506
323584,220.6296829647912,220.6296829647912,220.6296829647912,224.4942612118615,224.4942612118615,224.4942612118615,207.7532486386193,207.7532486386193,207.7532486386193,178.72462315033806,178.72462315033806,178.72462315033806,203.36224216889275,203.36224216889275,203.36224216889275
327680,226.19475762523106,226.19475762523106,226.19475762523106,220.46456353343422,220.46456353343422,220.46456353343422,205.37345330394203,205.37345330394203,205.37345330394203,188.72321526683265,188.72321526683265,188.72321526683265,203.51906792796547,203.51906792796547,203.51906792796547
331776,224.66667737844443,224.66667737844443,224.66667737844443,220.80454053762412,220.80454053762412,220.80454053762412,204.0128382671163,204.0128382671163,204.0128382671163,188.75032606008506,188.75032606008506,188.75032606008506,202.02095594289756,202.02095594289756,202.02095594289756
335872,227.30587923614996,227.30587923614996,227.30587923614996,223.3203903445484,223.3203903445484,223.3203903445484,201.8079849490406,201.8079849490406,201.8079849490406,196.10130465118903,196.10130465118903,196.10130465118903,203.2904373416187,203.2904373416187,203.2904373416187
339968,225.01965079600393,225.01965079600393,225.01965079600393,223.70538077647268,223.70538077647268,223.70538077647268,201.37894950205862,201.37894950205862,201.37894950205862,196.11063895518362,196.11063895518362,196.11063895518362,201.7124913721758,201.7124913721758,201.7124913721758
344064,222.18229015370946,222.18229015370946,222.18229015370946,221.1522455980454,221.1522455980454,221.1522455980454,202.05327709218602,202.05327709218602,202.05327709218602,194.31574352285008,194.31574352285008,194.31574352285008,202.78289134999852,202.78289134999852,202.78289134999852
348160,224.85577851043843,224.85577851043843,224.85577851043843,222.8805282662978,222.8805282662978,222.8805282662978,204.98842316375874,204.98842316375874,204.98842316375874,190.83398895965718,190.83398895965718,190.83398895965718,207.6057937692275,207.6057937692275,207.6057937692275
352256,233.98400929880802,233.98400929880802,233.98400929880802,227.3426213593549,227.3426213593549,227.3426213593549,208.22879079294864,208.22879079294864,208.22879079294864,188.68867543650333,188.68867543650333,188.68867543650333,210.02658132029234,210.02658132029234,210.02658132029234
356352,237.11263681569324,237.11263681569324,237.11263681569324,232.52598215260727,232.52598215260727,232.52598215260727,211.1132471672557,211.1132471672557,211.1132471672557,187.42583871999008,187.42583871999008,187.42583871999008,209.7716944328807,209.7716944328807,209.7716944328807
360448,238.2293167007425,238.2293167007425,238.2293167007425,231.4059829605081,231.4059829605081,231.4059829605081,219.7273635757425,219.7273635757425,219.7273635757425,194.80672453765655,194.80672453765655,194.80672453765655,215.8859634292581,215.8859634292581,215.8859634292581
364544,231.37897082895583,231.37897082895583,231.37897082895583,232.7956120643074,232.7956120643074,232.7956120643074,226.89062854379955,226.89062854379955,226.89062854379955,197.19447681040114,197.19447681040114,197.19447681040114,216.13429614633864,216.13429614633864,216.13429614633864
368640,223.9599298888098,223.9599298888098,223.9599298888098,234.26631111439573,234.26631111439573,234.26631111439573,228.0917200499426,228.0917200499426,228.0917200499426,197.31289619740355,197.31289619740355,197.31289619740355,218.35795540150508,218.35795540150508,218.35795540150508
372736,228.85163418792158,228.85163418792158,228.85163418792158,231.184260530695,231.184260530695,231.184260530695,228.30819241546064,228.30819241546064,228.30819241546064,199.43384854339033,199.43384854339033,199.43384854339033,219.27004544280436,219.27004544280436,219.27004544280436
376832,235.57707872140833,235.57707872140833,235.57707872140833,228.31209459054895,228.31209459054895,228.31209459054895,228.9696721051974,228.9696721051974,228.9696721051974,201.87090196359583,201.87090196359583,201.87090196359583,221.2313908551974,221.2313908551974,221.2313908551974
380928,230.36293280079354,230.36293280079354,230.36293280079354,232.06720220997323,232.06720220997323,232.06720220997323,232.33261358692636,232.33261358692636,232.33261358692636,197.8564020390748,197.8564020390748,197.8564020390748,221.21594488575448,221.21594488575448,221.21594488575448
385024,227.5008681790069,227.5008681790069,227.5008681790069,235.9257949368194,235.9257949368194,235.9257949368194,240.89803919951467,240.89803919951467,240.89803919951467,196.74311671416314,196.74311671416314,196.74311671416314,224.67231593291314,224.67231593291314,224.67231593291314
389120,230.85981185800148,230.85981185800148,230.85981185800148,237.1251469410093,237.1251469410093,237.1251469410093,239.78521163827492,239.78521163827492,239.78521163827492,201.28864486581398,201.28864486581398,201.28864486581398,224.17164047128273,224.17164047128273,224.17164047128273
393216,239.32037907215232,239.32037907215232,239.32037907215232,236.87129765125388,236.87129765125388,236.87129765125388,240.76555424305076,240.76555424305076,240.76555424305076,202.1240594920742,202.1240594920742,202.1240594920742,225.70538883777732,225.70538883777732,225.70538883777732
397312,243.4111800509516,243.4111800509516,243.4111800509516,238.7163100558344,238.7163100558344,238.7163100558344,243.77876427946725,243.77876427946725,243.77876427946725,208.9744124728266,208.9744124728266,208.9744124728266,230.44246056852973,230.44246056852973,230.44246056852973
401408,244.49203229928213,244.49203229928213,244.49203229928213,242.38534284615713,242.38534284615713,242.38534284615713,247.40591169381338,247.40591169381338,247.40591169381338,212.30599714303213,212.30599714303213,212.30599714303213,235.13615156197744,235.13615156197744,235.13615156197744
405504,245.47506045093297,245.47506045093297,245.47506045093297,246.4655694841361,246.4655694841361,246.4655694841361,241.33457278003453,241.33457278003453,241.33457278003453,213.81404970874547,213.81404970874547,213.81404970874547,233.21375368823766,233.21375368823766,233.21375368823766
409600,250.0463454385213,250.0463454385213,250.0463454385213,248.5910689492635,248.5910689492635,248.5910689492635,236.1829116006307,236.1829116006307,236.1829116006307,213.15626975492756,213.15626975492756,213.15626975492756,229.18899985746663,229.18899985746663,229.18899985746663
413696,249.51393169564088,249.51393169564088,249.51393169564088,249.9033817688831,249.9033817688831,249.9033817688831,240.75647014778932,240.75647014778932,240.75647014778932,212.40919536751588,212.40919536751588,212.40919536751588,229.66523784798463,229.66523784798463,229.66523784798463
417792,254.31484619983075,254.31484619983075,254.31484619983075,258.2492944420183,258.2492944420183,258.2492944420183,246.92116944201828,246.92116944201828,246.92116944201828,209.3115045250261,209.3115045250261,209.3115045250261,230.89590088733075,230.89590088733075,230.89590088733075
421888,255.077751060466,255.077751060466,255.077751060466,260.8999709090988,260.8999709090988,260.8999709090988,260.17700948331753,260.17700948331753,260.17700948331753,210.0209425887863,210.0209425887863,210.0209425887863,234.6782912215988,234.6782912215988,234.6782912215988
425984,257.9179722052809,257.9179722052809,257.9179722052809,258.63136637031994,258.63136637031994,258.63136637031994,255.1468235236403,255.1468235236403,255.1468235236403,208.33824503242934,208.33824503242934,208.33824503242934,239.8225589972731,239.8225589972731,239.8225589972731
430080,255.98455748583797,255.98455748583797,255.98455748583797,258.6217492582989,258.6217492582989,258.6217492582989,253.2054589750958,253.2054589750958,253.2054589750958,209.2319482329083,209.2319482329083,209.2319482329083,239.40013060595518,239.40013060595518,239.40013060595518
434176,258.40145404569193,258.40145404569193,258.40145404569193,264.77982623807475,264.77982623807475,264.77982623807475,258.7669783376841,258.7669783376841,258.7669783376841,223.73711688748887,223.73711688748887,223.73711688748887,234.78405292264512,234.78405292264512,234.78405292264512
