Step,FOWM_AnymalEnv_sweep_4 - rewards,FOWM_AnymalEnv_sweep_4 - rewards__MIN,FOWM_AnymalEnv_sweep_4 - rewards__MAX,FOWM_AnymalEnv_sweep_3 - rewards,FOWM_AnymalEnv_sweep_3 - rewards__MIN,FOWM_AnymalEnv_sweep_3 - rewards__MAX,FOWM_AnymalEnv_sweep_2 - rewards,FOWM_AnymalEnv_sweep_2 - rewards__MIN,FOWM_AnymalEnv_sweep_2 - rewards__MAX,FOWM_AnymalEnv_sweep_1 - rewards,FOWM_AnymalEnv_sweep_1 - rewards__MIN,FOWM_AnymalEnv_sweep_1 - rewards__MAX,FOWM_AnymalEnv_sweep_0 - rewards,FOWM_AnymalEnv_sweep_0 - rewards__MIN,FOWM_AnymalEnv_sweep_0 - rewards__MAX
245760,192.89293913164957,192.89293913164957,192.89293913164957,422.2618813923918,422.2618813923918,422.2618813923918,172.90865568438394,172.90865568438394,172.90865568438394,212.67664579668866,212.67664579668866,212.67664579668866,137.27581266680582,137.27581266680582,137.27581266680582
262144,195.51979527069966,195.51979527069966,195.51979527069966,425.2341659982387,425.2341659982387,425.2341659982387,214.4414871652309,214.4414871652309,214.4414871652309,225.94557652069966,225.94557652069966,225.94557652069966,160.15836033417622,160.15836033417622,160.15836033417622
278528,226.38516154158566,226.38516154158566,226.38516154158566,429.8318168150231,429.8318168150231,429.8318168150231,318.24856486189816,318.24856486189816,318.24856486189816,241.58648600447628,241.58648600447628,241.58648600447628,187.2676688658044,187.2676688658044,187.2676688658044
294912,296.6514219775107,296.6514219775107,296.6514219775107,438.2554564013389,438.2554564013389,438.2554564013389,413.3239683642295,413.3239683642295,413.3239683642295,263.4890074267295,263.4890074267295,263.4890074267295,201.68299241208103,201.68299241208103,201.68299241208103
311296,312.1848943274983,312.1848943274983,312.1848943274983,443.62892508921703,443.62892508921703,443.62892508921703,434.21486258921703,434.21486258921703,434.21486258921703,282.13283133921703,282.13283133921703,282.13283133921703,222.31595206675613,222.31595206675613,222.31595206675613
327680,341.6047192165484,341.6047192165484,341.6047192165484,472.18702512475153,472.18702512475153,472.18702512475153,440.68095212670465,440.68095212670465,440.68095212670465,296.67619138451715,296.67619138451715,296.67619138451715,225.5960674831499,225.5960674831499,225.5960674831499
344064,357.87412296302034,357.87412296302034,357.87412296302034,475.3655475235672,475.3655475235672,475.3655475235672,441.08103214270784,441.08103214270784,441.08103214270784,303.25705753333284,303.25705753333284,303.25705753333284,246.3859790421219,246.3859790421219,246.3859790421219
360448,366.1136194829298,366.1136194829298,366.1136194829298,475.7656275395704,475.7656275395704,475.7656275395704,441.481112158711,441.481112158711,441.481112158711,303.657137549336,303.657137549336,303.657137549336,251.9751001958204,251.9751001958204,251.9751001958204
376832,377.9000825555736,377.9000825555736,377.9000825555736,478.3523835809642,478.3523835809642,478.3523835809642,441.8811921747142,441.8811921747142,441.8811921747142,316.2924165399486,316.2924165399486,316.2924165399486,252.90499588565174,252.90499588565174,252.90499588565174
393216,403.8095009504831,403.8095009504831,403.8095009504831,496.22917868485814,496.22917868485814,496.22917868485814,442.28127219071746,442.28127219071746,442.28127219071746,456.0348732649362,456.0348732649362,456.0348732649362,258.0857460676706,258.0857460676706,258.0857460676706
409600,424.841600009455,424.841600009455,424.841600009455,517.26176602508,517.26176602508,517.26176602508,442.68135220672065,442.68135220672065,442.68135220672065,540.47807461883,540.47807461883,540.47807461883,258.48582608367377,258.48582608367377,258.48582608367377
425984,425.2416800254582,425.2416800254582,425.2416800254582,517.6618460410832,517.6618460410832,517.6618460410832,443.08143222272383,443.08143222272383,443.08143222272383,581.5693777793645,581.5693777793645,581.5693777793645,260.72790133893477,260.72790133893477,260.72790133893477
442368,425.6417600414614,425.6417600414614,425.6417600414614,518.0619260570865,518.0619260570865,518.0619260570865,466.882391144977,466.882391144977,466.882391144977,605.374548127399,605.374548127399,605.374548127399,261.12798135493796,261.12798135493796,261.12798135493796
458752,475.1030888367615,475.1030888367615,475.1030888367615,518.4620060730896,518.4620060730896,518.4620060730896,467.28247116098026,467.28247116098026,467.28247116098026,605.7746281434021,605.7746281434021,605.7746281434021,288.5796208191834,288.5796208191834,288.5796208191834
475136,536.4566295461241,536.4566295461241,536.4566295461241,518.8620860890928,518.8620860890928,518.8620860890928,467.68255117698345,467.68255117698345,467.68255117698345,623.9353282765928,623.9353282765928,623.9353282765928,288.9797008351866,288.9797008351866,288.9797008351866
491520,553.4055376871273,553.4055376871273,553.4055376871273,535.3144732340023,535.3144732340023,535.3144732340023,468.08263119298664,468.08263119298664,468.08263119298664,624.3354082925961,624.3354082925961,624.3354082925961,289.37978085118976,289.37978085118976,289.37978085118976
507904,560.6103052031305,560.6103052031305,560.6103052031305,535.7145532500055,535.7145532500055,535.7145532500055,468.4827112089898,468.4827112089898,468.4827112089898,671.0020898710992,671.0020898710992,671.0020898710992,289.77986086719295,289.77986086719295,289.77986086719295
524288,595.9675995746024,595.9675995746024,595.9675995746024,536.1146332660087,536.1146332660087,536.1146332660087,468.88279122499307,468.88279122499307,468.88279122499307,671.4021698871024,671.4021698871024,671.4021698871024,306.6277253070243,306.6277253070243,306.6277253070243
540672,596.3676795906056,596.3676795906056,596.3676795906056,536.5147132820118,536.5147132820118,536.5147132820118,469.28287124099626,469.28287124099626,469.28287124099626,690.7077674812306,690.7077674812306,690.7077674812306,323.80167006912126,323.80167006912126,323.80167006912126
557056,596.7677596066088,596.7677596066088,596.7677596066088,536.9147932980151,536.9147932980151,536.9147932980151,469.68295125699944,469.68295125699944,469.68295125699944,691.1078474972338,691.1078474972338,691.1078474972338,356.6920454952807,356.6920454952807,356.6920454952807
573440,597.1678396226121,597.1678396226121,597.1678396226121,537.3148733140183,537.3148733140183,537.3148733140183,470.08303127300263,470.08303127300263,470.08303127300263,691.5079275132371,691.5079275132371,691.5079275132371,435.6164175034714,435.6164175034714,435.6164175034714
589824,597.5679196386152,597.5679196386152,597.5679196386152,537.7149533300214,537.7149533300214,537.7149533300214,470.4831112890058,470.4831112890058,470.4831112890058,691.9080075292402,691.9080075292402,691.9080075292402,459.0973691015058,459.0973691015058,459.0973691015058
606208,597.9679996546184,597.9679996546184,597.9679996546184,538.1150333460247,538.1150333460247,538.1150333460247,513.6885807093059,513.6885807093059,513.6885807093059,692.3080875452434,692.3080875452434,692.3080875452434,600.6341373499309,600.6341373499309,600.6341373499309
622592,598.3680796706216,598.3680796706216,598.3680796706216,538.5151133620278,538.5151133620278,538.5151133620278,514.0886607253091,514.0886607253091,514.0886607253091,703.4659800612466,703.4659800612466,703.4659800612466,616.8392710768716,616.8392710768716,616.8392710768716
638976,598.7681596866248,598.7681596866248,598.7681596866248,618.1189287295936,618.1189287295936,618.1189287295936,514.4887407413123,514.4887407413123,514.4887407413123,746.2289140811561,746.2289140811561,746.2289140811561,805.2424028506873,805.2424028506873,805.2424028506873
655360,599.1682397026281,599.1682397026281,599.1682397026281,682.6682397026281,682.6682397026281,682.6682397026281,514.8888207573156,514.8888207573156,514.8888207573156,957.3579369682531,957.3579369682531,957.3579369682531,831.3410912651281,831.3410912651281,831.3410912651281
671744,599.5683197186312,599.5683197186312,599.5683197186312,728.5688690350374,728.5688690350374,728.5688690350374,515.2889007733187,515.2889007733187,515.2889007733187,1273.9088958905063,1273.9088958905063,1273.9088958905063,856.7777313397249,856.7777313397249,856.7777313397249
688128,599.9683997346344,599.9683997346344,599.9683997346344,909.1402136994782,909.1402136994782,909.1402136994782,698.2373206330719,698.2373206330719,698.2373206330719,1459.0028235627594,1459.0028235627594,1459.0028235627594,886.7108313752594,886.7108313752594,886.7108313752594
704512,600.3684797506377,600.3684797506377,600.3684797506377,1003.9117536764189,1003.9117536764189,1003.9117536764189,760.2699690084502,760.2699690084502,760.2699690084502,1518.1023664693876,1518.1023664693876,1518.1023664693876,887.1109113912627,887.1109113912627,887.1109113912627
720896,653.1027882822658,653.1027882822658,653.1027882822658,1103.753423047891,1103.753423047891,1103.753423047891,1062.1810353525784,1062.1810353525784,1062.1810353525784,1726.6458791025784,1726.6458791025784,1726.6458791025784,932.0745900400784,932.0745900400784,932.0745900400784
737280,653.502868298269,653.502868298269,653.502868298269,1104.153503063894,1104.153503063894,1104.153503063894,1805.298522595144,1805.298522595144,1805.298522595144,1735.813659313894,1735.813659313894,1735.813659313894,981.7960201537378,981.7960201537378,981.7960201537378
753664,709.9678897205222,709.9678897205222,709.9678897205222,1104.5535830798972,1104.5535830798972,1104.5535830798972,2368.687372142397,2368.687372142397,2368.687372142397,1958.3668155017722,1958.3668155017722,1958.3668155017722,1125.9013614002097,1125.9013614002097,1125.9013614002097
770048,710.3679697365254,710.3679697365254,710.3679697365254,1311.5203134865255,1311.5203134865255,1311.5203134865255,2758.7581064552755,2758.7581064552755,2758.7581064552755,2281.0981943459005,2281.0981943459005,2281.0981943459005,1175.860035166213,1175.860035166213,1175.860035166213
786432,831.8431229947162,831.8431229947162,831.8431229947162,1364.3676591275287,1364.3676591275287,1364.3676591275287,3412.1718583462784,3412.1718583462784,3412.1718583462784,2798.1493974087784,2798.1493974087784,2798.1493974087784,1228.5707841275287,1228.5707841275287,1228.5707841275287
802816,1007.3408592607192,1007.3408592607192,1007.3408592607192,1472.3968895341568,1472.3968895341568,1472.3968895341568,4005.856362190407,4005.856362190407,4005.856362190407,3054.308022346657,3054.308022346657,3054.308022346657,1394.4399803544693,1394.4399803544693,1394.4399803544693
819200,1681.512057440785,1681.512057440785,1681.512057440785,1525.351412909535,1525.351412909535,1525.351412909535,4380.14071955016,4380.14071955016,4380.14071955016,3236.65585626891,3236.65585626891,3236.65585626891,2012.554537909535,2012.554537909535,2012.554537909535
835584,2286.166043706788,2286.166043706788,2286.166043706788,1687.9499792536633,1687.9499792536633,1687.9499792536633,4455.5422644099135,4455.5422644099135,4455.5422644099135,3416.483914800538,3416.483914800538,3416.483914800538,2639.204862066163,2639.204862066163,2639.204862066163
851968,2994.5834577071664,2994.5834577071664,2994.5834577071664,2964.6315534102914,2964.6315534102914,2964.6315534102914,4534.368613957166,4534.368613957166,4534.368613957166,3456.9193952071664,3456.9193952071664,3456.9193952071664,3673.2340924727914,3673.2340924727914,3673.2340924727914
868352,3055.819231082545,3055.819231082545,3055.819231082545,4281.662736941919,4281.662736941919,4281.662736941919,4573.261369754419,4573.261369754419,4573.261369754419,3537.792375613795,3537.792375613795,3537.792375613795,4249.743791629419,4249.743791629419,4249.743791629419
884736,3066.5408443016727,3066.5408443016727,3066.5408443016727,4315.700023989173,4315.700023989173,4315.700023989173,4695.423168520423,4695.423168520423,4695.423168520423,3622.8023189110477,3622.8023189110477,3622.8023189110477,4559.238109926673,4559.238109926673,4559.238109926673
901120,3338.360357911426,3338.360357911426,3338.360357911426,4304.468756348926,4304.468756348926,4304.468756348926,5218.010748536426,5218.010748536426,5218.010748536426,3708.004400880176,3708.004400880176,3708.004400880176,4535.728521973926,4535.728521973926,4535.728521973926
917504,4073.2169808961794,4073.2169808961794,4073.2169808961794,4134.954773864929,4134.954773864929,4134.954773864929,5693.451844177429,5693.451844177429,5693.451844177429,3749.4674691774294,3749.4674691774294,3749.4674691774294,4255.274598083679,4255.274598083679,4255.274598083679
933888,4424.503779662183,4424.503779662183,4424.503779662183,3782.3231155996823,3782.3231155996823,3782.3231155996823,5999.513057005933,5999.513057005933,5999.513057005933,3793.1129105215573,3793.1129105215573,3793.1129105215573,4369.379267943433,4369.379267943433,4369.379267943433
950272,4646.973683896936,4646.973683896936,4646.973683896936,4240.256887021936,4240.256887021936,4240.256887021936,6028.267140928186,6028.267140928186,6028.267140928186,3985.8789573344357,3985.8789573344357,3985.8789573344357,4369.779347959436,4369.779347959436,4369.779347959436
966656,4895.087142819189,4895.087142819189,4895.087142819189,4377.559799069189,4377.559799069189,4377.559799069189,6028.667220944189,6028.667220944189,6028.667220944189,4074.980941647314,4074.980941647314,4074.980941647314,4407.782943600439,4407.782943600439,4407.782943600439
983040,4995.177652522692,4995.177652522692,4995.177652522692,4408.672281428942,4408.672281428942,4408.672281428942,6029.067300960192,6029.067300960192,6029.067300960192,4036.463541194567,4036.463541194567,4036.463541194567,4408.183023616442,4408.183023616442,4408.183023616442
999424,4949.609959101195,4949.609959101195,4949.609959101195,4409.072361444945,4409.072361444945,4409.072361444945,6029.467380976195,6029.467380976195,6029.467380976195,3998.7786602730703,3998.7786602730703,3998.7786602730703,4527.614353632445,4527.614353632445,4527.614353632445
1015808,5150.952421929698,5150.952421929698,5150.952421929698,4409.472441460948,4409.472441460948,4409.472441460948,6029.867460992198,6029.867460992198,6029.867460992198,4264.527128960948,4264.527128960948,4264.527128960948,4528.014433648448,4528.014433648448,4528.014433648448
1032192,5382.272912101952,5382.272912101952,5382.272912101952,4616.642052726952,4616.642052726952,4616.642052726952,6030.267541008202,6030.267541008202,6030.267541008202,4498.333458976952,4498.333458976952,4498.333458976952,4528.414513664452,4528.414513664452,4528.414513664452
1048576,5421.107074149205,5421.107074149205,5421.107074149205,4617.042132742955,4617.042132742955,4617.042132742955,6030.667621024205,6030.667621024205,6030.667621024205,4913.490863211705,4913.490863211705,4913.490863211705,4528.814593680455,4528.814593680455,4528.814593680455
1064960,5421.507154165208,5421.507154165208,5421.507154165208,4617.442212758958,4617.442212758958,4617.442212758958,6031.067701040208,6031.067701040208,6031.067701040208,5053.479322133958,5053.479322133958,5053.479322133958,4562.534009633958,4562.534009633958,4562.534009633958
1081344,5460.165046681212,5460.165046681212,5460.165046681212,4617.842292774962,4617.842292774962,4617.842292774962,6066.063484181212,6066.063484181212,6066.063484181212,5053.879402149962,5053.879402149962,5053.879402149962,4562.934089649962,4562.934089649962,4562.934089649962
1097728,5724.7482321659645,5724.7482321659645,5724.7482321659645,4618.2423727909645,4618.2423727909645,4618.2423727909645,6066.4635641972145,6066.4635641972145,6066.4635641972145,5054.2794821659645,5054.2794821659645,5054.2794821659645,4563.3341696659645,4563.3341696659645,4563.3341696659645
1114112,5762.741573900717,5762.741573900717,5762.741573900717,4662.880734056967,4662.880734056967,4662.880734056967,6066.863644213217,6066.863644213217,6066.863644213217,5058.813351244467,5058.813351244467,5058.813351244467,4607.209835619467,4607.209835619467,4607.209835619467
1130496,5799.789603135471,5799.789603135471,5799.789603135471,4663.280814072971,4663.280814072971,4663.280814072971,6067.263724229221,6067.263724229221,6067.263724229221,5112.192923447971,5112.192923447971,5112.192923447971,4596.334036729221,4596.334036729221,4596.334036729221
1146880,5914.679917526474,5914.679917526474,5914.679917526474,4654.668198776474,4654.668198776474,4654.668198776474,6067.663804245224,6067.663804245224,6067.663804245224,5165.047105026474,5165.047105026474,5165.047105026474,4827.179917526474,4827.179917526474,4827.179917526474
1163264,5915.079997542477,5915.079997542477,5915.079997542477,4666.788981917477,4666.788981917477,4666.788981917477,6068.063884261227,6068.063884261227,6068.063884261227,5165.447185042477,5165.447185042477,5165.447185042477,4865.144450667477,4865.144450667477,4865.144450667477
1179648,5915.480077558481,5915.480077558481,5915.480077558481,4667.189061933481,4667.189061933481,4667.189061933481,6068.463964277231,6068.463964277231,6068.463964277231,5216.926366620981,5216.926366620981,5216.926366620981,5031.405858808481,5031.405858808481,5031.405858808481
1196032,5915.880157574484,5915.880157574484,5915.880157574484,4667.589141949484,4667.589141949484,4667.589141949484,6068.864044293234,6068.864044293234,6068.864044293234,5217.326446636984,5217.326446636984,5217.326446636984,5154.796173199484,5154.796173199484,5154.796173199484
1212416,5916.280237590487,5916.280237590487,5916.280237590487,4667.989221965487,4667.989221965487,4667.989221965487,6069.264124309237,6069.264124309237,6069.264124309237,5217.726526652987,5217.726526652987,5217.726526652987,5239.244104777987,5239.244104777987,5239.244104777987
1228800,5916.6803176064905,5916.6803176064905,5916.6803176064905,4668.3893019814905,4668.3893019814905,4668.3893019814905,6069.6642043252405,6069.6642043252405,6069.6642043252405,5218.1266066689905,5218.1266066689905,5218.1266066689905,5281.9601027627405,5281.9601027627405,5281.9601027627405
1245184,5917.080397622493,5917.080397622493,5917.080397622493,4668.789381997493,4668.789381997493,4668.789381997493,6112.197585122493,6112.197585122493,6112.197585122493,5218.526686684993,5218.526686684993,5218.526686684993,5282.360182778743,5282.360182778743,5282.360182778743
1261568,5917.480477638496,5917.480477638496,5917.480477638496,4631.677254982246,4631.677254982246,4631.677254982246,6112.597665138496,6112.597665138496,6112.597665138496,5332.150887794746,5332.150887794746,5332.150887794746,5325.084969825996,5325.084969825996,5325.084969825996
1277952,5917.8805576545,5917.8805576545,5917.8805576545,4752.8063389045,4752.8063389045,4752.8063389045,6052.9899326545,6052.9899326545,6052.9899326545,5488.875674842,5488.875674842,5488.875674842,5371.5778232795,5371.5778232795,5371.5778232795
1294336,5918.280637670503,5918.280637670503,5918.280637670503,4808.713254858003,4808.713254858003,4808.713254858003,6053.390012670503,6053.390012670503,6053.390012670503,5819.073118139253,5819.073118139253,5819.073118139253,5412.713743139253,5412.713743139253,5412.713743139253
1310720,5918.680717686506,5918.680717686506,5918.680717686506,4842.498588780256,4842.498588780256,4842.498588780256,6100.253959874006,6100.253959874006,6100.253959874006,6229.049370030256,6229.049370030256,6229.049370030256,5402.609916905256,5402.609916905256,5402.609916905256
1327104,5919.08079770251,5919.08079770251,5919.08079770251,4777.31810239001,4777.31810239001,4777.31810239001,6227.54954770251,6227.54954770251,6227.54954770251,6471.05833676501,6471.05833676501,6471.05833676501,5445.50316098376,5445.50316098376,5445.50316098376
1343488,5919.480877718513,5919.480877718513,5919.480877718513,4833.221600374763,4833.221600374763,4833.221600374763,6271.807049593513,6271.807049593513,6271.807049593513,6821.397869906013,6821.397869906013,6821.397869906013,5491.070721468513,5491.070721468513,5491.070721468513
1359872,5919.8809577345155,5919.8809577345155,5919.8809577345155,4798.6866217970155,4798.6866217970155,4798.6866217970155,6719.8843757032655,6719.8843757032655,6719.8843757032655,7148.8843757032655,7148.8843757032655,7148.8843757032655,5744.6534186720155,5744.6534186720155,5744.6534186720155
1376256,5962.678986969268,5962.678986969268,5962.678986969268,4799.086701813018,4799.086701813018,4799.086701813018,7203.422639313018,7203.422639313018,7203.422639313018,7413.469514313018,7413.469514313018,7413.469514313018,6309.366975250518,6309.366975250518,6309.366975250518
1392640,5963.079066985272,5963.079066985272,5963.079066985272,4757.169399016522,4757.169399016522,4757.169399016522,7599.335414641522,7599.335414641522,7599.335414641522,7701.623500579022,7701.623500579022,7701.623500579022,6735.971156829022,6735.971156829022,6735.971156829022
1409024,6006.538717313775,6006.538717313775,6006.538717313775,4814.286764188775,4814.286764188775,4814.286764188775,7942.279928251275,7942.279928251275,7942.279928251275,7954.232564970025,7954.232564970025,7954.232564970025,7453.397115751275,7453.397115751275,7453.397115751275
1425408,6092.359207486028,6092.359207486028,6092.359207486028,4814.686844204778,4814.686844204778,4814.686844204778,8385.936844204778,8385.936844204778,8385.936844204778,8430.221023892278,8430.221023892278,8430.221023892278,7677.597000454778,7677.597000454778,7677.597000454778
1441792,6361.284189845782,6361.284189845782,6361.284189845782,4929.959971095782,4929.959971095782,4929.959971095782,8728.854502345781,8728.854502345781,8728.854502345781,8639.008799220781,8639.008799220781,8639.008799220781,7789.411631252032,7789.411631252032,7789.411631252032
1458176,6621.074406580535,6621.074406580535,6621.074406580535,4953.828801111785,4953.828801111785,4953.828801111785,8788.865910486786,8788.865910486786,8788.865910486786,8712.834660486786,8712.834660486786,8712.834660486786,7904.371769861785,7904.371769861785,7904.371769861785
1474560,7175.927123315288,7175.927123315288,7175.927123315288,5008.805053002788,5008.805053002788,5008.805053002788,8796.991576440289,8796.991576440289,8796.991576440289,8463.137084252789,8463.137084252789,8463.137084252789,7876.753783471538,7876.753783471538,7876.753783471538
1490944,7357.9097228625415,7357.9097228625415,7357.9097228625415,6394.2476134875415,6394.2476134875415,6394.2476134875415,8797.391656456291,8797.391656456291,8797.391656456291,8295.614312706291,8295.614312706291,8295.614312706291,7716.3613830187915,7716.3613830187915,7716.3613830187915
1507328,7420.212146628544,7420.212146628544,7420.212146628544,6483.319568503544,6483.319568503544,6483.319568503544,8892.184314597294,8892.184314597294,8892.184314597294,8218.165759909794,8218.165759909794,8218.165759909794,7606.738025534794,7606.738025534794,7606.738025534794
1523712,7728.446211019547,7728.446211019547,7728.446211019547,6527.437910238297,6527.437910238297,6527.437910238297,9047.129316488297,9047.129316488297,9047.129316488297,8258.760175863297,8258.760175863297,8258.760175863297,7400.114179769547,7400.114179769547,7400.114179769547
1540096,8136.864357441801,8136.864357441801,8136.864357441801,6543.040626973051,6543.040626973051,6543.040626973051,9494.4346699418,9494.4346699418,9494.4346699418,7998.690529316801,7998.690529316801,7998.690529316801,7337.291115254301,7337.291115254301,7337.291115254301
1556480,8484.845492145305,8484.845492145305,8484.845492145305,6859.129183551554,6859.129183551554,6859.129183551554,9840.439242145305,9840.439242145305,9840.439242145305,8006.001742145304,8006.001742145304,8006.001742145304,7400.083285114054,7400.083285114054,7400.083285114054
1572864,8572.879361223808,8572.879361223808,8572.879361223808,7798.274869036307,7798.274869036307,7798.274869036307,9932.836392473808,9932.836392473808,9932.836392473808,8091.641079973807,8091.641079973807,8091.641079973807,7400.483365130057,7400.483365130057,7400.483365130057
1589248,8688.28237092731,8688.28237092731,8688.28237092731,8603.71791780231,8603.71791780231,8603.71791780231,9957.30580842731,9957.30580842731,9957.30580842731,8170.968894364811,8170.968894364811,8170.968894364811,7400.883445146061,7400.883445146061,7400.883445146061
1605632,8831.229325943314,8831.229325943314,8831.229325943314,8779.883622818314,8779.883622818314,8779.883622818314,9860.712724380814,9860.712724380814,9860.712724380814,8210.467118912064,8210.467118912064,8210.467118912064,7401.283525162064,7401.283525162064,7401.283525162064
1622016,8897.241710646817,8897.241710646817,8897.241710646817,8780.283702834317,8780.283702834317,8780.283702834317,9861.112804396817,9861.112804396817,9861.112804396817,8295.962413771817,8295.962413771817,8295.962413771817,7438.1450309593165,7438.1450309593165,7438.1450309593165
1638400,8942.35858753782,8942.35858753782,8942.35858753782,8703.77753285032,8703.77753285032,8703.77753285032,9861.51288441282,9861.51288441282,9861.51288441282,8336.75507191282,8336.75507191282,8336.75507191282,7438.54511097532,7438.54511097532,7438.54511097532
1654784,9003.950073803824,9003.950073803824,9003.950073803824,8798.433472241324,8798.433472241324,8798.433472241324,9861.912964428824,9861.912964428824,9861.912964428824,8618.106323803824,8618.106323803824,8618.106323803824,7475.558472241323,7475.558472241323,7475.558472241323
1671168,9082.372614757327,9082.372614757327,9082.372614757327,8830.021052257327,8830.021052257327,8830.021052257327,9862.313044444827,9862.313044444827,9862.313044444827,8955.703669444827,8955.703669444827,8955.703669444827,7546.538142101076,7546.538142101076,7546.538142101076
1687552,9082.77269477333,9082.77269477333,9082.77269477333,8830.42113227333,8830.42113227333,8830.42113227333,9862.71312446083,9862.71312446083,9862.71312446083,9119.01976508583,9119.01976508583,9119.01976508583,7921.35863227333,7921.35863227333,7921.35863227333
1703936,9083.172774789333,9083.172774789333,9083.172774789333,8830.821212289333,8830.821212289333,8830.821212289333,9889.347579476833,9889.347579476833,9889.347579476833,9152.913985726833,9152.913985726833,9152.913985726833,8113.592696664333,8113.592696664333,8113.592696664333
