Step,SHAC_SNUHumanoidEnv_sweep_2 - rewards,SHAC_SNUHumanoidEnv_sweep_2 - rewards__MIN,SHAC_SNUHumanoidEnv_sweep_2 - rewards__MAX,SHAC_SNUHumanoidEnv_sweep_1 - rewards,SHAC_SNUHumanoidEnv_sweep_1 - rewards__MIN,SHAC_SNUHumanoidEnv_sweep_1 - rewards__MAX,SHAC_SNUHumanoidEnv_sweep_0 - rewards,SHAC_SNUHumanoidEnv_sweep_0 - rewards__MIN,SHAC_SNUHumanoidEnv_sweep_0 - rewards__MAX,SHAC_SNUHumanoidEnv_sweep_4 - rewards,SHAC_SNUHumanoidEnv_sweep_4 - rewards__MIN,SHAC_SNUHumanoidEnv_sweep_4 - rewards__MAX,SHAC_SNUHumanoidEnv_sweep_3 - rewards,SHAC_SNUHumanoidEnv_sweep_3 - rewards__MIN,SHAC_SNUHumanoidEnv_sweep_3 - rewards__MAX
131072,39.41569900512695,39.41569900512695,39.41569900512695,47.23188018798828,47.23188018798828,47.23188018798828,51.11069869995117,51.11069869995117,51.11069869995117,47.02097702026367,47.02097702026367,47.02097702026367,41.07578659057617,41.07578659057617,41.07578659057617
139264,41.933250427246094,41.933250427246094,41.933250427246094,46.90631866455078,46.90631866455078,46.90631866455078,49.12310028076172,49.12310028076172,49.12310028076172,46.164817810058594,46.164817810058594,46.164817810058594,42.65266036987305,42.65266036987305,42.65266036987305
147456,43.61134338378906,43.61134338378906,43.61134338378906,47.43087387084961,47.43087387084961,47.43087387084961,51.16292190551758,51.16292190551758,51.16292190551758,46.41033554077149,46.41033554077149,46.41033554077149,42.29982376098633,42.29982376098633,42.29982376098633
155648,45.56674575805664,45.56674575805664,45.56674575805664,51.87000274658203,51.87000274658203,51.87000274658203,50.301536560058594,50.301536560058594,50.301536560058594,48.74863052368164,48.74863052368164,48.74863052368164,44.63978576660156,44.63978576660156,44.63978576660156
163840,46.87681198120117,46.87681198120117,46.87681198120117,54.13913345336914,54.13913345336914,54.13913345336914,51.71489715576172,51.71489715576172,51.71489715576172,51.01409530639648,51.01409530639648,51.01409530639648,43.58133316040039,43.58133316040039,43.58133316040039
172032,47.172176361083984,47.172176361083984,47.172176361083984,51.85516357421875,51.85516357421875,51.85516357421875,54.70943832397461,54.70943832397461,54.70943832397461,52.594261169433594,52.594261169433594,52.594261169433594,44.15154266357422,44.15154266357422,44.15154266357422
180224,50.67939758300781,50.67939758300781,50.67939758300781,49.53169250488281,49.53169250488281,49.53169250488281,57.69287109375,57.69287109375,57.69287109375,54.64913558959961,54.64913558959961,54.64913558959961,47.46258544921875,47.46258544921875,47.46258544921875
188416,52.12091827392578,52.12091827392578,52.12091827392578,51.739051818847656,51.739051818847656,51.739051818847656,54.34326934814453,54.34326934814453,54.34326934814453,57.76632308959961,57.76632308959961,57.76632308959961,47.84207534790039,47.84207534790039,47.84207534790039
196608,50.29867172241211,50.29867172241211,50.29867172241211,53.36300277709961,53.36300277709961,53.36300277709961,56.81325149536133,56.81325149536133,56.81325149536133,57.53134536743164,57.53134536743164,57.53134536743164,47.53156280517578,47.53156280517578,47.53156280517578
204800,50.668670654296875,50.668670654296875,50.668670654296875,52.80889892578125,52.80889892578125,52.80889892578125,58.45972442626953,58.45972442626953,58.45972442626953,62.15808868408203,62.15808868408203,62.15808868408203,49.83684921264648,49.83684921264648,49.83684921264648
212992,53.6348762512207,53.6348762512207,53.6348762512207,56.02846145629883,56.02846145629883,56.02846145629883,58.51291275024414,58.51291275024414,58.51291275024414,63.03125,63.03125,63.03125,47.639427185058594,47.639427185058594,47.639427185058594
221184,52.0758056640625,52.0758056640625,52.0758056640625,60.339149475097656,60.339149475097656,60.339149475097656,61.2479362487793,61.2479362487793,61.2479362487793,61.10649108886719,61.10649108886719,61.10649108886719,48.493412017822266,48.493412017822266,48.493412017822266
229376,52.99160385131836,52.99160385131836,52.99160385131836,59.7808837890625,59.7808837890625,59.7808837890625,62.22666931152344,62.22666931152344,62.22666931152344,62.326786041259766,62.326786041259766,62.326786041259766,50.310604095458984,50.310604095458984,50.310604095458984
237568,56.87384796142578,56.87384796142578,56.87384796142578,57.672607421875,57.672607421875,57.672607421875,58.94740676879883,58.94740676879883,58.94740676879883,66.7779312133789,66.7779312133789,66.7779312133789,48.32038116455078,48.32038116455078,48.32038116455078
245760,58.59016418457031,58.59016418457031,58.59016418457031,60.87957763671875,60.87957763671875,60.87957763671875,59.875244140625,59.875244140625,59.875244140625,62.66885757446289,62.66885757446289,62.66885757446289,50.030277252197266,50.030277252197266,50.030277252197266
253952,58.059295654296875,58.059295654296875,58.059295654296875,64.85694885253906,64.85694885253906,64.85694885253906,62.28978729248047,62.28978729248047,62.28978729248047,60.47189712524414,60.47189712524414,60.47189712524414,51.68000030517578,51.68000030517578,51.68000030517578
262144,58.49334716796875,58.49334716796875,58.49334716796875,64.61064147949219,64.61064147949219,64.61064147949219,63.13241195678711,63.13241195678711,63.13241195678711,66.28273010253906,66.28273010253906,66.28273010253906,51.81280517578125,51.81280517578125,51.81280517578125
270336,61.03856658935547,61.03856658935547,61.03856658935547,64.58499145507812,64.58499145507812,64.58499145507812,63.54287338256836,63.54287338256836,63.54287338256836,69.31196594238281,69.31196594238281,69.31196594238281,51.94493103027344,51.94493103027344,51.94493103027344
278528,62.647098541259766,62.647098541259766,62.647098541259766,60.689964294433594,60.689964294433594,60.689964294433594,67.47650909423828,67.47650909423828,67.47650909423828,65.24510955810547,65.24510955810547,65.24510955810547,53.26179885864258,53.26179885864258,53.26179885864258
286720,62.22252655029297,62.22252655029297,62.22252655029297,63.79475784301758,63.79475784301758,63.79475784301758,68.03292083740234,68.03292083740234,68.03292083740234,68.20806121826172,68.20806121826172,68.20806121826172,55.84959411621094,55.84959411621094,55.84959411621094
294912,63.73204040527344,63.73204040527344,63.73204040527344,68.54216003417969,68.54216003417969,68.54216003417969,71.33483123779297,71.33483123779297,71.33483123779297,72.55260467529297,72.55260467529297,72.55260467529297,56.94797897338867,56.94797897338867,56.94797897338867
303104,63.90211868286133,63.90211868286133,63.90211868286133,70.72756958007812,70.72756958007812,70.72756958007812,72.52110290527344,72.52110290527344,72.52110290527344,74.96989440917969,74.96989440917969,74.96989440917969,51.75148391723633,51.75148391723633,51.75148391723633
311296,64.3656005859375,64.3656005859375,64.3656005859375,71.26642608642578,71.26642608642578,71.26642608642578,72.94091033935547,72.94091033935547,72.94091033935547,77.02815246582031,77.02815246582031,77.02815246582031,51.125125885009766,51.125125885009766,51.125125885009766
319488,65.43383026123047,65.43383026123047,65.43383026123047,70.3858413696289,70.3858413696289,70.3858413696289,73.7608413696289,73.7608413696289,73.7608413696289,78.26837158203125,78.26837158203125,78.26837158203125,54.985565185546875,54.985565185546875,54.985565185546875
327680,67.84774017333984,67.84774017333984,67.84774017333984,75.03703308105469,75.03703308105469,75.03703308105469,76.88326263427734,76.88326263427734,76.88326263427734,80.55024719238281,80.55024719238281,80.55024719238281,58.08385467529297,58.08385467529297,58.08385467529297
335872,70.6974868774414,70.6974868774414,70.6974868774414,75.68535614013672,75.68535614013672,75.68535614013672,79.70282745361328,79.70282745361328,79.70282745361328,82.5273208618164,82.5273208618164,82.5273208618164,56.294090270996094,56.294090270996094,56.294090270996094
344064,67.7258529663086,67.7258529663086,67.7258529663086,78.9927978515625,78.9927978515625,78.9927978515625,83.86767578125,83.86767578125,83.86767578125,80.7203369140625,80.7203369140625,80.7203369140625,59.05955505371094,59.05955505371094,59.05955505371094
352256,66.8161392211914,66.8161392211914,66.8161392211914,80.84522247314453,80.84522247314453,80.84522247314453,79.4307632446289,79.4307632446289,79.4307632446289,87.2591781616211,87.2591781616211,87.2591781616211,61.18250274658203,61.18250274658203,61.18250274658203
360448,69.71476745605469,69.71476745605469,69.71476745605469,80.00267028808594,80.00267028808594,80.00267028808594,79.86971282958984,79.86971282958984,79.86971282958984,85.7781982421875,85.7781982421875,85.7781982421875,60.99624252319336,60.99624252319336,60.99624252319336
368640,71.77606964111328,71.77606964111328,71.77606964111328,80.50298309326172,80.50298309326172,80.50298309326172,82.19236755371094,82.19236755371094,82.19236755371094,85.00822448730469,85.00822448730469,85.00822448730469,58.754207611083984,58.754207611083984,58.754207611083984
376832,72.42803955078125,72.42803955078125,72.42803955078125,80.23924255371094,80.23924255371094,80.23924255371094,84.95337677001953,84.95337677001953,84.95337677001953,88.50122833251953,88.50122833251953,88.50122833251953,60.85868453979492,60.85868453979492,60.85868453979492
385024,73.79146575927734,73.79146575927734,73.79146575927734,80.32974243164062,80.32974243164062,80.32974243164062,84.43877410888672,84.43877410888672,84.43877410888672,86.647705078125,86.647705078125,86.647705078125,62.652889251708984,62.652889251708984,62.652889251708984
393216,75.62691497802734,75.62691497802734,75.62691497802734,79.5367431640625,79.5367431640625,79.5367431640625,87.61714935302734,87.61714935302734,87.61714935302734,86.38924407958984,86.38924407958984,86.38924407958984,61.78412628173828,61.78412628173828,61.78412628173828
401408,77.01824951171875,77.01824951171875,77.01824951171875,81.13026428222656,81.13026428222656,81.13026428222656,88.46394348144531,88.46394348144531,88.46394348144531,87.28366088867188,87.28366088867188,87.28366088867188,63.93867874145508,63.93867874145508,63.93867874145508
409600,75.13684844970703,75.13684844970703,75.13684844970703,87.03108978271484,87.03108978271484,87.03108978271484,93.48667907714844,93.48667907714844,93.48667907714844,88.6451644897461,88.6451644897461,88.6451644897461,62.78652572631836,62.78652572631836,62.78652572631836
417792,75.16883850097656,75.16883850097656,75.16883850097656,85.0605239868164,85.0605239868164,85.0605239868164,93.65632629394533,93.65632629394533,93.65632629394533,88.99686431884766,88.99686431884766,88.99686431884766,62.1871223449707,62.1871223449707,62.1871223449707
425984,78.05491638183594,78.05491638183594,78.05491638183594,85.60484313964844,85.60484313964844,85.60484313964844,94.77896118164062,94.77896118164062,94.77896118164062,89.50506591796875,89.50506591796875,89.50506591796875,61.806766510009766,61.806766510009766,61.806766510009766
434176,78.86386108398438,78.86386108398438,78.86386108398438,88.55783081054688,88.55783081054688,88.55783081054688,94.81536865234376,94.81536865234376,94.81536865234376,93.83284759521484,93.83284759521484,93.83284759521484,65.54255676269531,65.54255676269531,65.54255676269531
442368,80.86660766601562,80.86660766601562,80.86660766601562,90.84957122802734,90.84957122802734,90.84957122802734,93.2030029296875,93.2030029296875,93.2030029296875,95.34612274169922,95.34612274169922,95.34612274169922,66.6987075805664,66.6987075805664,66.6987075805664
450560,82.83228302001953,82.83228302001953,82.83228302001953,92.3995361328125,92.3995361328125,92.3995361328125,99.3834457397461,99.3834457397461,99.3834457397461,97.07411193847656,97.07411193847656,97.07411193847656,67.0818862915039,67.0818862915039,67.0818862915039
458752,81.54722595214844,81.54722595214844,81.54722595214844,95.5997085571289,95.5997085571289,95.5997085571289,95.96731567382812,95.96731567382812,95.96731567382812,94.7242202758789,94.7242202758789,94.7242202758789,69.2061767578125,69.2061767578125,69.2061767578125
466944,83.19283294677734,83.19283294677734,83.19283294677734,94.9739227294922,94.9739227294922,94.9739227294922,94.75493621826172,94.75493621826172,94.75493621826172,99.37214660644533,99.37214660644533,99.37214660644533,65.95679473876953,65.95679473876953,65.95679473876953
475136,82.51180267333984,82.51180267333984,82.51180267333984,94.8468017578125,94.8468017578125,94.8468017578125,99.49359130859376,99.49359130859376,99.49359130859376,99.76270294189452,99.76270294189452,99.76270294189452,67.84154510498047,67.84154510498047,67.84154510498047
483328,83.4066390991211,83.4066390991211,83.4066390991211,95.54437255859376,95.54437255859376,95.54437255859376,102.82806396484376,102.82806396484376,102.82806396484376,101.46775817871094,101.46775817871094,101.46775817871094,68.00508880615234,68.00508880615234,68.00508880615234
491520,80.78592681884766,80.78592681884766,80.78592681884766,99.89649963378906,99.89649963378906,99.89649963378906,106.21914672851562,106.21914672851562,106.21914672851562,99.61204528808594,99.61204528808594,99.61204528808594,69.97335052490234,69.97335052490234,69.97335052490234
499712,81.37684631347656,81.37684631347656,81.37684631347656,101.20221710205078,101.20221710205078,101.20221710205078,102.7117919921875,102.7117919921875,102.7117919921875,103.64495086669922,103.64495086669922,103.64495086669922,68.79322814941406,68.79322814941406,68.79322814941406
507904,83.85794830322266,83.85794830322266,83.85794830322266,103.88909149169922,103.88909149169922,103.88909149169922,103.00052642822266,103.00052642822266,103.00052642822266,103.05677795410156,103.05677795410156,103.05677795410156,69.31935119628906,69.31935119628906,69.31935119628906
516096,84.51260375976562,84.51260375976562,84.51260375976562,106.58126068115234,106.58126068115234,106.58126068115234,106.56005859375,106.56005859375,106.56005859375,104.50371551513672,104.50371551513672,104.50371551513672,69.3445816040039,69.3445816040039,69.3445816040039
524288,83.32772064208984,83.32772064208984,83.32772064208984,107.1176528930664,107.1176528930664,107.1176528930664,110.07443237304688,110.07443237304688,110.07443237304688,103.2830047607422,103.2830047607422,103.2830047607422,68.7696304321289,68.7696304321289,68.7696304321289
532480,83.6146240234375,83.6146240234375,83.6146240234375,107.06299591064452,107.06299591064452,107.06299591064452,108.48267364501952,108.48267364501952,108.48267364501952,106.25584411621094,106.25584411621094,106.25584411621094,70.78370666503906,70.78370666503906,70.78370666503906
540672,86.41866302490234,86.41866302490234,86.41866302490234,107.6815185546875,107.6815185546875,107.6815185546875,107.28960418701172,107.28960418701172,107.28960418701172,103.05144500732422,103.05144500732422,103.05144500732422,66.69824981689453,66.69824981689453,66.69824981689453
548864,90.3995361328125,90.3995361328125,90.3995361328125,109.94515228271484,109.94515228271484,109.94515228271484,111.8628387451172,111.8628387451172,111.8628387451172,105.38330078125,105.38330078125,105.38330078125,65.96980285644531,65.96980285644531,65.96980285644531
557056,92.77281951904295,92.77281951904295,92.77281951904295,112.65267944335938,112.65267944335938,112.65267944335938,111.58294677734376,111.58294677734376,111.58294677734376,105.78746032714844,105.78746032714844,105.78746032714844,66.31815338134766,66.31815338134766,66.31815338134766
565248,92.35733032226562,92.35733032226562,92.35733032226562,116.0917739868164,116.0917739868164,116.0917739868164,109.9013442993164,109.9013442993164,109.9013442993164,107.4783172607422,107.4783172607422,107.4783172607422,68.23822021484375,68.23822021484375,68.23822021484375
573440,93.64997863769533,93.64997863769533,93.64997863769533,116.7856674194336,116.7856674194336,116.7856674194336,115.72496032714844,115.72496032714844,115.72496032714844,112.79647827148438,112.79647827148438,112.79647827148438,69.28656768798828,69.28656768798828,69.28656768798828
581632,95.99237060546876,95.99237060546876,95.99237060546876,121.19082641601562,121.19082641601562,121.19082641601562,110.71240997314452,110.71240997314452,110.71240997314452,109.08992004394533,109.08992004394533,109.08992004394533,66.60030364990234,66.60030364990234,66.60030364990234
589824,95.23186492919922,95.23186492919922,95.23186492919922,119.5576400756836,119.5576400756836,119.5576400756836,116.83930206298828,116.83930206298828,116.83930206298828,109.8195571899414,109.8195571899414,109.8195571899414,67.5562744140625,67.5562744140625,67.5562744140625
598016,95.68112182617188,95.68112182617188,95.68112182617188,117.97250366210938,117.97250366210938,117.97250366210938,121.020751953125,121.020751953125,121.020751953125,111.1643524169922,111.1643524169922,111.1643524169922,70.38117980957031,70.38117980957031,70.38117980957031
606208,94.39303588867188,94.39303588867188,94.39303588867188,116.33486938476562,116.33486938476562,116.33486938476562,125.30855560302734,125.30855560302734,125.30855560302734,109.12622833251952,109.12622833251952,109.12622833251952,73.12445831298828,73.12445831298828,73.12445831298828
614400,91.95277404785156,91.95277404785156,91.95277404785156,122.52605438232422,122.52605438232422,122.52605438232422,125.25000762939452,125.25000762939452,125.25000762939452,108.92461395263672,108.92461395263672,108.92461395263672,71.83260345458984,71.83260345458984,71.83260345458984
622592,92.32559967041016,92.32559967041016,92.32559967041016,128.88015747070312,128.88015747070312,128.88015747070312,123.6704330444336,123.6704330444336,123.6704330444336,110.43124389648438,110.43124389648438,110.43124389648438,73.86611938476562,73.86611938476562,73.86611938476562
630784,96.69798278808594,96.69798278808594,96.69798278808594,125.79137420654295,125.79137420654295,125.79137420654295,127.62541961669922,127.62541961669922,127.62541961669922,112.93052673339844,112.93052673339844,112.93052673339844,76.32847595214844,76.32847595214844,76.32847595214844
638976,96.73211669921876,96.73211669921876,96.73211669921876,122.21241760253906,122.21241760253906,122.21241760253906,136.67950439453125,136.67950439453125,136.67950439453125,110.72154235839844,110.72154235839844,110.72154235839844,78.38803100585938,78.38803100585938,78.38803100585938
647168,99.50794982910156,99.50794982910156,99.50794982910156,127.09638214111328,127.09638214111328,127.09638214111328,133.63369750976562,133.63369750976562,133.63369750976562,108.36482238769533,108.36482238769533,108.36482238769533,77.58567810058594,77.58567810058594,77.58567810058594
655360,102.90727996826172,102.90727996826172,102.90727996826172,129.57933044433594,129.57933044433594,129.57933044433594,136.0932159423828,136.0932159423828,136.0932159423828,110.50624084472656,110.50624084472656,110.50624084472656,78.27012634277344,78.27012634277344,78.27012634277344
663552,104.99632263183594,104.99632263183594,104.99632263183594,127.98763275146484,127.98763275146484,127.98763275146484,141.43423461914062,141.43423461914062,141.43423461914062,113.57984161376952,113.57984161376952,113.57984161376952,76.9958267211914,76.9958267211914,76.9958267211914
671744,105.96966552734376,105.96966552734376,105.96966552734376,132.6142578125,132.6142578125,132.6142578125,143.60328674316406,143.60328674316406,143.60328674316406,115.21875,115.21875,115.21875,80.39352416992188,80.39352416992188,80.39352416992188
679936,107.13548278808594,107.13548278808594,107.13548278808594,136.54359436035156,136.54359436035156,136.54359436035156,137.5613555908203,137.5613555908203,137.5613555908203,115.56111907958984,115.56111907958984,115.56111907958984,78.70620727539062,78.70620727539062,78.70620727539062
688128,109.91365814208984,109.91365814208984,109.91365814208984,136.91053771972656,136.91053771972656,136.91053771972656,142.13043212890625,142.13043212890625,142.13043212890625,119.63345336914062,119.63345336914062,119.63345336914062,77.32809448242188,77.32809448242188,77.32809448242188
696320,110.93924713134766,110.93924713134766,110.93924713134766,140.6739501953125,140.6739501953125,140.6739501953125,148.9509735107422,148.9509735107422,148.9509735107422,123.01263427734376,123.01263427734376,123.01263427734376,79.98422241210938,79.98422241210938,79.98422241210938
704512,107.63057708740234,107.63057708740234,107.63057708740234,143.01365661621094,143.01365661621094,143.01365661621094,151.35874938964844,151.35874938964844,151.35874938964844,126.57921600341795,126.57921600341795,126.57921600341795,79.34173583984375,79.34173583984375,79.34173583984375
712704,115.63177490234376,115.63177490234376,115.63177490234376,160.76939392089844,160.76939392089844,160.76939392089844,153.81671142578125,153.81671142578125,153.81671142578125,127.19451141357422,127.19451141357422,127.19451141357422,77.31278991699219,77.31278991699219,77.31278991699219
720896,115.96138763427734,115.96138763427734,115.96138763427734,167.90052795410156,167.90052795410156,167.90052795410156,154.56320190429688,154.56320190429688,154.56320190429688,123.42250061035156,123.42250061035156,123.42250061035156,73.7237548828125,73.7237548828125,73.7237548828125
729088,114.1678695678711,114.1678695678711,114.1678695678711,164.49700927734375,164.49700927734375,164.49700927734375,157.22637939453125,157.22637939453125,157.22637939453125,120.64808654785156,120.64808654785156,120.64808654785156,73.7837905883789,73.7837905883789,73.7837905883789
737280,115.687744140625,115.687744140625,115.687744140625,159.91937255859375,159.91937255859375,159.91937255859375,156.78305053710938,156.78305053710938,156.78305053710938,118.78180694580078,118.78180694580078,118.78180694580078,76.75228118896484,76.75228118896484,76.75228118896484
745472,114.75015258789062,114.75015258789062,114.75015258789062,173.0295867919922,173.0295867919922,173.0295867919922,156.5670928955078,156.5670928955078,156.5670928955078,119.21207427978516,119.21207427978516,119.21207427978516,80.99066925048828,80.99066925048828,80.99066925048828
753664,114.4250259399414,114.4250259399414,114.4250259399414,166.83892822265625,166.83892822265625,166.83892822265625,179.733154296875,179.733154296875,179.733154296875,122.1366195678711,122.1366195678711,122.1366195678711,87.19672393798828,87.19672393798828,87.19672393798828
761856,114.68721771240234,114.68721771240234,114.68721771240234,182.3658142089844,182.3658142089844,182.3658142089844,182.32337951660156,182.32337951660156,182.32337951660156,122.12754821777344,122.12754821777344,122.12754821777344,86.05684661865234,86.05684661865234,86.05684661865234
770048,119.74080657958984,119.74080657958984,119.74080657958984,183.1384735107422,183.1384735107422,183.1384735107422,165.0470428466797,165.0470428466797,165.0470428466797,117.8938217163086,117.8938217163086,117.8938217163086,83.94161987304688,83.94161987304688,83.94161987304688
778240,121.36592864990234,121.36592864990234,121.36592864990234,208.49549865722656,208.49549865722656,208.49549865722656,160.184814453125,160.184814453125,160.184814453125,122.7960433959961,122.7960433959961,122.7960433959961,83.716796875,83.716796875,83.716796875
786432,122.292724609375,122.292724609375,122.292724609375,223.44021606445312,223.44021606445312,223.44021606445312,160.74713134765625,160.74713134765625,160.74713134765625,125.8641357421875,125.8641357421875,125.8641357421875,86.31647491455078,86.31647491455078,86.31647491455078
794624,117.51235961914062,117.51235961914062,117.51235961914062,248.1854248046875,248.1854248046875,248.1854248046875,156.06375122070312,156.06375122070312,156.06375122070312,137.73117065429688,137.73117065429688,137.73117065429688,88.45115661621094,88.45115661621094,88.45115661621094
802816,111.91465759277344,111.91465759277344,111.91465759277344,257.4873046875,257.4873046875,257.4873046875,157.2643585205078,157.2643585205078,157.2643585205078,141.33180236816406,141.33180236816406,141.33180236816406,90.79890441894533,90.79890441894533,90.79890441894533
811008,114.86241912841795,114.86241912841795,114.86241912841795,246.5033721923828,246.5033721923828,246.5033721923828,175.0480499267578,175.0480499267578,175.0480499267578,140.05841064453125,140.05841064453125,140.05841064453125,90.83810424804688,90.83810424804688,90.83810424804688
819200,120.34701538085938,120.34701538085938,120.34701538085938,246.82562255859375,246.82562255859375,246.82562255859375,176.59567260742188,176.59567260742188,176.59567260742188,144.16770935058594,144.16770935058594,144.16770935058594,91.75960540771484,91.75960540771484,91.75960540771484
827392,118.15316009521484,118.15316009521484,118.15316009521484,251.30506896972656,251.30506896972656,251.30506896972656,184.18861389160156,184.18861389160156,184.18861389160156,143.52371215820312,143.52371215820312,143.52371215820312,93.49222564697266,93.49222564697266,93.49222564697266
835584,120.72569274902344,120.72569274902344,120.72569274902344,286.543212890625,286.543212890625,286.543212890625,182.43472290039065,182.43472290039065,182.43472290039065,149.39781188964844,149.39781188964844,149.39781188964844,92.23260498046876,92.23260498046876,92.23260498046876
843776,121.34674835205078,121.34674835205078,121.34674835205078,301.3459167480469,301.3459167480469,301.3459167480469,179.03746032714844,179.03746032714844,179.03746032714844,149.80323791503906,149.80323791503906,149.80323791503906,87.76837921142578,87.76837921142578,87.76837921142578
851968,124.59362030029295,124.59362030029295,124.59362030029295,289.4941101074219,289.4941101074219,289.4941101074219,193.3210906982422,193.3210906982422,193.3210906982422,151.48776245117188,151.48776245117188,151.48776245117188,90.03792572021484,90.03792572021484,90.03792572021484
860160,124.60572052001952,124.60572052001952,124.60572052001952,278.9064025878906,278.9064025878906,278.9064025878906,206.1536407470703,206.1536407470703,206.1536407470703,161.86593627929688,161.86593627929688,161.86593627929688,92.19204711914062,92.19204711914062,92.19204711914062
