"Step","TDMPC2_walker-run_sweep_100k_2 - pretrain/episode_reward","TDMPC2_walker-run_sweep_100k_2 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_100k_2 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_100k_1 - pretrain/episode_reward","TDMPC2_walker-run_sweep_100k_1 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_100k_1 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_250k_0 - pretrain/episode_reward","TDMPC2_walker-run_sweep_250k_0 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_250k_0 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_50k_0 - pretrain/episode_reward","TDMPC2_walker-run_sweep_50k_0 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_50k_0 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_50k_2 - pretrain/episode_reward","TDMPC2_walker-run_sweep_50k_2 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_50k_2 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_50k_1 - pretrain/episode_reward","TDMPC2_walker-run_sweep_50k_1 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_50k_1 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_250k_2 - pretrain/episode_reward","TDMPC2_walker-run_sweep_250k_2 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_250k_2 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_250k_1 - pretrain/episode_reward","TDMPC2_walker-run_sweep_250k_1 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_250k_1 - pretrain/episode_reward__MAX","TDMPC2_walker-run_sweep_100k_0 - pretrain/episode_reward","TDMPC2_walker-run_sweep_100k_0 - pretrain/episode_reward__MIN","TDMPC2_walker-run_sweep_100k_0 - pretrain/episode_reward__MAX"
"50000","254.85528587892185","254.85528587892185","254.85528587892185","182.55787381902337","182.55787381902337","182.55787381902337","207.44373221376446","207.44373221376446","207.44373221376446","193.91594167838338","193.91594167838338","193.91594167838338","159.8617974460125","159.8617974460125","159.8617974460125","176.5861866641324","176.5861866641324","176.5861866641324","193.51131709881594","193.51131709881594","193.51131709881594","176.75977712315506","176.75977712315506","176.75977712315506","136.77062975598966","136.77062975598966","136.77062975598966"
"52500","204.76989598774816","204.76989598774816","204.76989598774816","185.87468980238773","185.87468980238773","185.87468980238773","242.65687097623012","242.65687097623012","242.65687097623012","185.66465117034969","185.66465117034969","185.66465117034969","179.04658164943103","179.04658164943103","179.04658164943103","171.32797478598076","171.32797478598076","171.32797478598076","265.0037182204193","265.0037182204193","265.0037182204193","192.31334188149776","192.31334188149776","192.31334188149776","212.1237807994941","212.1237807994941","212.1237807994941"
"55000","260.1723166086711","260.1723166086711","260.1723166086711","175.0906457888428","175.0906457888428","175.0906457888428","244.79911428140477","244.79911428140477","244.79911428140477","202.93048046729527","202.93048046729527","202.93048046729527","96.27342803678475","96.27342803678475","96.27342803678475","96.05937042089644","96.05937042089644","96.05937042089644","275.0871512966696","275.0871512966696","275.0871512966696","205.9627701438265","205.9627701438265","205.9627701438265","226.64332145990338","226.64332145990338","226.64332145990338"
"57500","225.25008129004854","225.25008129004854","225.25008129004854","193.75631612979342","193.75631612979342","193.75631612979342","272.28775659068486","272.28775659068486","272.28775659068486","218.24572154630442","218.24572154630442","218.24572154630442","171.66986755253748","171.66986755253748","171.66986755253748","168.69046863499096","168.69046863499096","168.69046863499096","328.3098003829829","328.3098003829829","328.3098003829829","231.39156132594218","231.39156132594218","231.39156132594218","218.97079743328504","218.97079743328504","218.97079743328504"
"60000","238.1375628291862","238.1375628291862","238.1375628291862","226.38230052476283","226.38230052476283","226.38230052476283","302.54947627878283","302.54947627878283","302.54947627878283","184.48402988482266","184.48402988482266","184.48402988482266","178.0833363728365","178.0833363728365","178.0833363728365","148.40970801580698","148.40970801580698","148.40970801580698","372.5210191899911","372.5210191899911","372.5210191899911","259.1362906256225","259.1362906256225","259.1362906256225","205.27167839531322","205.27167839531322","205.27167839531322"
"62500","245.2898169264663","245.2898169264663","245.2898169264663","150.3088570711203","150.3088570711203","150.3088570711203","372.75019061772616","372.75019061772616","372.75019061772616","184.30117259465624","184.30117259465624","184.30117259465624","235.21376795333344","235.21376795333344","235.21376795333344","171.4628250486916","171.4628250486916","171.4628250486916","314.9592306583887","314.9592306583887","314.9592306583887","226.26712292856536","226.26712292856536","226.26712292856536","257.00611117428633","257.00611117428633","257.00611117428633"
"65000","291.593580552144","291.593580552144","291.593580552144","272.40199987518133","272.40199987518133","272.40199987518133","292.1238170266617","292.1238170266617","292.1238170266617","193.51941996873356","193.51941996873356","193.51941996873356","201.88467512642964","201.88467512642964","201.88467512642964","203.31294175011573","203.31294175011573","203.31294175011573","391.06959979021923","391.06959979021923","391.06959979021923","339.0087487575132","339.0087487575132","339.0087487575132","186.30466360896827","186.30466360896827","186.30466360896827"
"67500","230.200218183361","230.200218183361","230.200218183361","227.67004358407576","227.67004358407576","227.67004358407576","380.8376385647105","380.8376385647105","380.8376385647105","288.3671569979051","288.3671569979051","288.3671569979051","194.11888222924898","194.11888222924898","194.11888222924898","192.70027405994477","192.70027405994477","192.70027405994477","293.6612094977405","293.6612094977405","293.6612094977405","284.8531197164208","284.8531197164208","284.8531197164208","295.23525819170754","295.23525819170754","295.23525819170754"
"70000","222.2475139908027","222.2475139908027","222.2475139908027","248.89695088556036","248.89695088556036","248.89695088556036","372.9971444859169","372.9971444859169","372.9971444859169","253.2125694330316","253.2125694330316","253.2125694330316","196.24328944366425","196.24328944366425","196.24328944366425","209.42945798842703","209.42945798842703","209.42945798842703","394.7504472871777","394.7504472871777","394.7504472871777","304.3577569719171","304.3577569719171","304.3577569719171","254.48486960497684","254.48486960497684","254.48486960497684"
"72500","321.02288952914535","321.02288952914535","321.02288952914535","239.91852404805832","239.91852404805832","239.91852404805832","394.75024273691236","394.75024273691236","394.75024273691236","224.0560628244886","224.0560628244886","224.0560628244886","111.79926863750443","111.79926863750443","111.79926863750443","244.26178023873362","244.26178023873362","244.26178023873362","411.64364702072925","411.64364702072925","411.64364702072925","372.9691000148887","372.9691000148887","372.9691000148887","267.8978111686185","267.8978111686185","267.8978111686185"
"75000","296.4326648378745","296.4326648378745","296.4326648378745","317.3344593847869","317.3344593847869","317.3344593847869","402.08815266378224","402.08815266378224","402.08815266378224","297.24622930502517","297.24622930502517","297.24622930502517","184.03780452131758","184.03780452131758","184.03780452131758","190.73400903283618","190.73400903283618","190.73400903283618","344.44663435579275","344.44663435579275","344.44663435579275","381.12511785593813","381.12511785593813","381.12511785593813","344.7219910689397","344.7219910689397","344.7219910689397"
"77500","351.39842537890655","351.39842537890655","351.39842537890655","278.10149865956043","278.10149865956043","278.10149865956043","376.4650566068012","376.4650566068012","376.4650566068012","240.61817651228048","240.61817651228048","240.61817651228048","224.94080900326372","224.94080900326372","224.94080900326372","248.237350937468","248.237350937468","248.237350937468","410.5121671736706","410.5121671736706","410.5121671736706","351.45239214692265","351.45239214692265","351.45239214692265","246.57844015297013","246.57844015297013","246.57844015297013"
"80000","250.77635690371972","250.77635690371972","250.77635690371972","322.1303057136247","322.1303057136247","322.1303057136247","401.6039699116489","401.6039699116489","401.6039699116489","243.55132933803833","243.55132933803833","243.55132933803833","173.84297804301605","173.84297804301605","173.84297804301605","230.60654564525467","230.60654564525467","230.60654564525467","434.8051934946561","434.8051934946561","434.8051934946561","346.71875084862114","346.71875084862114","346.71875084862114","323.51127847938335","323.51127847938335","323.51127847938335"
"82500","302.91690128238406","302.91690128238406","302.91690128238406","373.507982140081","373.507982140081","373.507982140081","388.0527226050384","388.0527226050384","388.0527226050384","303.2887887612218","303.2887887612218","303.2887887612218","226.25901142312213","226.25901142312213","226.25901142312213","273.9920806619804","273.9920806619804","273.9920806619804","438.83578807741867","438.83578807741867","438.83578807741867","352.0968036317965","352.0968036317965","352.0968036317965","289.81384477738754","289.81384477738754","289.81384477738754"
"85000","313.6334175671218","313.6334175671218","313.6334175671218","321.7733711312525","321.7733711312525","321.7733711312525","429.25805945913305","429.25805945913305","429.25805945913305","299.58520916695704","299.58520916695704","299.58520916695704","214.74362826799043","214.74362826799043","214.74362826799043","220.93277431123425","220.93277431123425","220.93277431123425","416.92443897679914","416.92443897679914","416.92443897679914","386.0394880916923","386.0394880916923","386.0394880916923","359.3000014146557","359.3000014146557","359.3000014146557"
"87500","334.98296298773494","334.98296298773494","334.98296298773494","190.21250561529305","190.21250561529305","190.21250561529305","318.5505558709614","318.5505558709614","318.5505558709614","300.58617298938333","300.58617298938333","300.58617298938333","254.13832976322155","254.13832976322155","254.13832976322155","286.35464430740103","286.35464430740103","286.35464430740103","463.8970172929112","463.8970172929112","463.8970172929112","400.8480735020945","400.8480735020945","400.8480735020945","346.42231064774097","346.42231064774097","346.42231064774097"
"90000","323.4924312656978","323.4924312656978","323.4924312656978","334.92021942655555","334.92021942655555","334.92021942655555","391.6080776604358","391.6080776604358","391.6080776604358","301.7754539998481","301.7754539998481","301.7754539998481","233.75441911777017","233.75441911777017","233.75441911777017","249.7000519801164","249.7000519801164","249.7000519801164","393.6770530683687","393.6770530683687","393.6770530683687","418.37526125381703","418.37526125381703","418.37526125381703","285.74487390066497","285.74487390066497","285.74487390066497"
"92500","367.0679302935954","367.0679302935954","367.0679302935954","261.01387656661683","261.01387656661683","261.01387656661683","348.8752136415336","348.8752136415336","348.8752136415336","317.35834406623616","317.35834406623616","317.35834406623616","292.34541577403434","292.34541577403434","292.34541577403434","348.39235418869646","348.39235418869646","348.39235418869646","464.80527011081574","464.80527011081574","464.80527011081574","360.30783502873965","360.30783502873965","360.30783502873965","315.4293392362073","315.4293392362073","315.4293392362073"
"95000","368.3186059715925","368.3186059715925","368.3186059715925","300.6370620778296","300.6370620778296","300.6370620778296","410.09252620255575","410.09252620255575","410.09252620255575","355.84936412246896","355.84936412246896","355.84936412246896","273.50786123210565","273.50786123210565","273.50786123210565","286.64637732240374","286.64637732240374","286.64637732240374","428.91875258111395","428.91875258111395","428.91875258111395","460.96984307472593","460.96984307472593","460.96984307472593","429.1921492288355","429.1921492288355","429.1921492288355"
"97500","337.3941275292542","337.3941275292542","337.3941275292542","352.0213785539381","352.0213785539381","352.0213785539381","404.9108984807739","404.9108984807739","404.9108984807739","325.35282522086055","325.35282522086055","325.35282522086055","291.76280559631994","291.76280559631994","291.76280559631994","262.61522162447216","262.61522162447216","262.61522162447216","381.66472998193933","381.66472998193933","381.66472998193933","356.80275021879936","356.80275021879936","356.80275021879936","307.6600842094049","307.6600842094049","307.6600842094049"
"100000","340.7479550269665","340.7479550269665","340.7479550269665","383.20759622831827","383.20759622831827","383.20759622831827","422.711302005779","422.711302005779","422.711302005779","364.08735579536295","364.08735579536295","364.08735579536295","260.7543930910062","260.7543930910062","260.7543930910062","285.75865438631735","285.75865438631735","285.75865438631735","401.76879524420946","401.76879524420946","401.76879524420946","441.7185745502822","441.7185745502822","441.7185745502822","347.1754378346726","347.1754378346726","347.1754378346726"
"102500","321.3561429591849","321.3561429591849","321.3561429591849","366.3165895317914","366.3165895317914","366.3165895317914","420.9149184103124","420.9149184103124","420.9149184103124","357.19398209257054","357.19398209257054","357.19398209257054","274.4043006925378","274.4043006925378","274.4043006925378","303.2444303593831","303.2444303593831","303.2444303593831","378.017348169256","378.017348169256","378.017348169256","464.88616365874185","464.88616365874185","464.88616365874185","290.77978538949975","290.77978538949975","290.77978538949975"
"105000","351.8599128429778","351.8599128429778","351.8599128429778","346.60764881581997","346.60764881581997","346.60764881581997","415.6067545075668","415.6067545075668","415.6067545075668","365.0442863828968","365.0442863828968","365.0442863828968","240.6320650641108","240.6320650641108","240.6320650641108","278.2048467586981","278.2048467586981","278.2048467586981","457.6863411094062","457.6863411094062","457.6863411094062","394.5752877287799","394.5752877287799","394.5752877287799","332.3444408885669","332.3444408885669","332.3444408885669"
"107500","373.62318570308855","373.62318570308855","373.62318570308855","371.883840115834","371.883840115834","371.883840115834","426.5364869389916","426.5364869389916","426.5364869389916","345.11032604032664","345.11032604032664","345.11032604032664","300.23270693775265","300.23270693775265","300.23270693775265","299.5882694267668","299.5882694267668","299.5882694267668","442.3565356545616","442.3565356545616","442.3565356545616","469.1079058396863","469.1079058396863","469.1079058396863","339.40884045541753","339.40884045541753","339.40884045541753"
"110000","409.77704085141886","409.77704085141886","409.77704085141886","274.869508997025","274.869508997025","274.869508997025","499.5373002721928","499.5373002721928","499.5373002721928","348.7800110886339","348.7800110886339","348.7800110886339","278.41673752125354","278.41673752125354","278.41673752125354","357.0094899627613","357.0094899627613","357.0094899627613","412.0076124848332","412.0076124848332","412.0076124848332","447.35250190864315","447.35250190864315","447.35250190864315","400.71802364094185","400.71802364094185","400.71802364094185"
"112500","416.468971142103","416.468971142103","416.468971142103","377.3614807607373","377.3614807607373","377.3614807607373","461.5130056969589","461.5130056969589","461.5130056969589","356.0174976467388","356.0174976467388","356.0174976467388","298.7301446302328","298.7301446302328","298.7301446302328","296.8143653792795","296.8143653792795","296.8143653792795","486.65639741432386","486.65639741432386","486.65639741432386","468.04667320852167","468.04667320852167","468.04667320852167","401.83883261997255","401.83883261997255","401.83883261997255"
"115000","399.046128459624","399.046128459624","399.046128459624","396.0636972646229","396.0636972646229","396.0636972646229","454.6500358608784","454.6500358608784","454.6500358608784","355.07333397823385","355.07333397823385","355.07333397823385","283.27845587914345","283.27845587914345","283.27845587914345","287.107074555289","287.107074555289","287.107074555289","418.6765736516565","418.6765736516565","418.6765736516565","440.2788492474239","440.2788492474239","440.2788492474239","360.76952241726684","360.76952241726684","360.76952241726684"
"117500","407.0147487427108","407.0147487427108","407.0147487427108","390.86650923546404","390.86650923546404","390.86650923546404","469.17536086563484","469.17536086563484","469.17536086563484","405.0625272798352","405.0625272798352","405.0625272798352","318.5381989722606","318.5381989722606","318.5381989722606","321.289581728843","321.289581728843","321.289581728843","450.20489102308636","450.20489102308636","450.20489102308636","417.2836506917607","417.2836506917607","417.2836506917607","452.30144230788574","452.30144230788574","452.30144230788574"
"120000","435.5441636657808","435.5441636657808","435.5441636657808","352.4133251760853","352.4133251760853","352.4133251760853","463.16774106035007","463.16774106035007","463.16774106035007","341.7387340799207","341.7387340799207","341.7387340799207","283.2570832001744","283.2570832001744","283.2570832001744","332.21248903297817","332.21248903297817","332.21248903297817","384.7914893064415","384.7914893064415","384.7914893064415","432.89105142739135","432.89105142739135","432.89105142739135","367.7778083890909","367.7778083890909","367.7778083890909"
"122500","449.947023857804","449.947023857804","449.947023857804","339.8817498913966","339.8817498913966","339.8817498913966","447.1330279018497","447.1330279018497","447.1330279018497","351.5998545708135","351.5998545708135","351.5998545708135","292.0991687818663","292.0991687818663","292.0991687818663","324.6123426191974","324.6123426191974","324.6123426191974","374.82773985939565","374.82773985939565","374.82773985939565","476.32144139693116","476.32144139693116","476.32144139693116","342.91680239643904","342.91680239643904","342.91680239643904"
"125000","306.17711522441823","306.17711522441823","306.17711522441823","426.90587265575306","426.90587265575306","426.90587265575306","420.7663664825028","420.7663664825028","420.7663664825028","388.51922326839997","388.51922326839997","388.51922326839997","265.1112669787602","265.1112669787602","265.1112669787602","319.38213617638684","319.38213617638684","319.38213617638684","406.1552242733072","406.1552242733072","406.1552242733072","486.24085331717504","486.24085331717504","486.24085331717504","371.164970741258","371.164970741258","371.164970741258"
"127500","403.5159077787306","403.5159077787306","403.5159077787306","366.75640365115834","366.75640365115834","366.75640365115834","426.92911677884405","426.92911677884405","426.92911677884405","424.25814214691053","424.25814214691053","424.25814214691053","352.0093307515141","352.0093307515141","352.0093307515141","342.918664063327","342.918664063327","342.918664063327","416.359923815215","416.359923815215","416.359923815215","436.6037884549936","436.6037884549936","436.6037884549936","402.7331305396277","402.7331305396277","402.7331305396277"
"130000","418.9241983911954","418.9241983911954","418.9241983911954","360.41893767572475","360.41893767572475","360.41893767572475","470.83947713836096","470.83947713836096","470.83947713836096","368.2943528396543","368.2943528396543","368.2943528396543","342.39084074150304","342.39084074150304","342.39084074150304","318.48191299512985","318.48191299512985","318.48191299512985","448.5776885528583","448.5776885528583","448.5776885528583","453.2794804006815","453.2794804006815","453.2794804006815","384.6489166340092","384.6489166340092","384.6489166340092"
"132500","445.41239478280767","445.41239478280767","445.41239478280767","413.6378654567059","413.6378654567059","413.6378654567059","564.7707479835487","564.7707479835487","564.7707479835487","413.1452758676372","413.1452758676372","413.1452758676372","392.0840848792344","392.0840848792344","392.0840848792344","188.95271325353534","188.95271325353534","188.95271325353534","522.8752793252003","522.8752793252003","522.8752793252003","469.26502645527944","469.26502645527944","469.26502645527944","407.9488948577549","407.9488948577549","407.9488948577549"
